content,label,data_origin
(TB) CUỐI TUẦN VUI VẺ - NAP THẺ NHẬN QUÀ! VinaPhone tặng Quý khách ưu đãi 20% khi nạp thẻ vào NGÀY MAI 08/11/2024 (khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày). Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH:18001091 (0đ).,0,real
"[TB] NẠP THẺ ĐỦ ĐẦY - DATA XÀI NGAY! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 10/07/2025. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0,real
"Goi cuoc FHAPPY 3T cua Quy khach se duoc gia han chu ky tiep theo vao ngay 11/07/2025. QK vui long nap tien tai https://vnpt.vn/ads/3ke6MCz va duy tri so du TKC toi thieu 118000d de duoc gia han tu dong, tranh phat sinh cuoc. Neu gia han goi chu ky 1T sau ngay 11/07/2025 soan GH FHAPPY gui 900. Chi tiet lien he 18001091 (0d)",0,real
(TB) NẠP THẺ HÔM NAY - NHẬN NGAY ƯU ĐÃI! VinaPhone tặng Quý khách: + 20% giá trị thẻ nạp vào HÔM NAY 18/4/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. + Nhanh tay nạp thẻ tại: https://my.vnpt.com.vn/adv/napthe để có thêm ưu đãi. CSKH:18001091 (0đ).,0,real
Chương trình Đầu Tư Tự Động từ Sàn WealthyChain. Lợi nhuận 50 triệu/ngày. Tài khoản nhận: 0987654321 (Vietcombank).,1,paraphrased
Tai khoan chinh cua Quy khach sap het. Xin vui long nap the de tiep tuc su dung cac dich vu cua VinaPhone.,0,real
"Nổ hũ 88: Đội ngũ tỷ lệ may mắn lên đến 70%, hỗ trợ 24/7. Zalo: 0933888999. Link: 88hungaming.com",1,paraphrased
"THE0_NQ_II6, Ong(Ba) da du d1eu k1en NHAN TIEN ho tro tu quy BHTN. Bam vao mo.pwmgh.icu de lay. QUA^HAN SE KH0NG_DUOC CHAP NHAN! q3TX",1,real
"Quy khach duoc cong them 32 diem Viettel++ boi giao dich Tieu dung vien thong thang 03/2021. Thoi han su dung diem den 30/04/2022. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,real
"(CANH BAO) Vietcombank KHONG GUI TIN NHAN SMS dinh kem duong link yeu cau Quy khach cung cap ten dang nhap/mat khau dich vu/OTP. Neu Quy khach muon KICH HOAT LAI DV VCB DIGIBANK TREN THIET BI MOI, vui long soan tin nhan VCB YES Y69PH9 gui 6167 trong 2 phut. Neu khong phai Quy khach, dung nhan tin va lien he 1900545413",0,real
Dang ky nhan ngay 88.000k mien phi Su kien sieu Hot nap dau nhan ngay 238k x1 vong cuoc. Chuc AE may man t.ly/O4mad,1,real
(TB) ĐỪNG BỎ LỠ CƠ HỘI VÀNG! Ưu đãi chỉ dành riêng cho Quý khách nhận được tin nhắn và nạp tiền vào HÔM NAY 07/05/2024.  + Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.  + Cơ hội trúng TV Samsung 75 inch và hàng ngàn giải thưởng hấp dẫn khác khi nạp thẻ từ 50.000đ (chi tiết tại my.vnpt.com.vn/adv/KM2024 ). + Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .  CSKH: 18001091 (0đ).,0,real
"GR N'ha'nL,jen:Qu.a;HangN,gay y H,ojV'ienM:Oj;N'apV,aoT K,La:nDa.uT,j,en:19_8_Ka""T' huon'g-H,ai""T,ram:N:ga.n fK. U,WI.Nqo6;6f7fxxzz.r-kl.com T",1,real
Cục Thuế Tp.HCM: Bạn vừa trúng chương trình hỗ trợ phí trước bạ ô tô 20%. Xác nhận ngay tại: https://hcm-tax-2024.com/dangky,1,paraphrased
D.N-T.e.l.e.g.r.a.m-G.a.i-x.i.n.h-m.i.e.n-t.r.u.n.g-n.h.e-n.h.a.n: t.me/dn_girl_central Kj8G,1,synthetic
"[TB] DUNG QUEN NAP THE HOM NAY 20/1: tang 20% gia tri tat ca the nap. Tien KM su dung noi, ngoai mang den het 04/02/2021. DAC BIET, tang them 50% gia tri the nap, quy doi thanh diem Viettel++ de trai nghiem DV Viettel (ap dung cho the nap dau tien tu 20-31/1). CT danh cho TB nhan duoc tin nhan. LH 198 (0d). Tran trong.",0,real
Quy khach duoc cong 3 diem do Giao dich thanh toan DV vien thong qua VIETTEL MONEY vao ngay 11/08/2023.Truy cap https://vtmoney.onelink.me/314y/loyalty de doi diem sang cac qua tang cua chuong trinh. Tran trong.,0,real
TCB Alert: Tài khoản ngưng hoạt động do vi phạm điều khoản. Truy cập tcb-capnhat.com ngay để xác nhận thông tin!,1,paraphrased
Sử dụng mã xác minh 792510 để xác thực Microsoft.,0,real
"[TB] Để đảm bảo an toàn khi tham gia giao thông dịp Giỗ Tổ Hùng Vương, Lễ 30/04 - 01/05 và cao điểm du lịch hè năm 2024, đề nghị người dân chấp hành pháp luật về trật tự, an toàn giao thông, điều khiển phương tiện đúng tốc độ, giữ khoảng cách an toàn, tuyệt đối không điều khiển phương tiện khi đã sử dụng rượu, bia.",0,real
"Quy khach duoc cong them 550 diem Viettel++ boi giao dich Tieu dung vien thong thang 11/2022. Thoi han su dung diem den 31/12/2023. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,real
"Quy KH vui long nhap ma 601343 de xac nhan giao dich trong vong 3 phut. Truong hop khong thuc hien, vui long bo qua thong bao nay. LH 1900545454.",0,real
"**Công ty TNHH Thành Đạt** tuyển dụng **nhân viên online** tại nhà!!! Thu nhập **400-1.200k/ngày**. Yêu cầu **18-50 tuổi**, không cần kinh nghiệm, được đào tạo tận tình. Liên hệ qua **Telegram**: t.me/thanhdatjob",1,paraphrased
"TK Chinh: 0d, het han 25/09/2026. Tk du lieu: -  SHOPEE7G: 6,4 GB, het han 26/10/2025 18:18:13. Giam gia 5%, uu dai khong doi, tan huong nhieu tien ich thu vi tai: https://www.vietnamobile.com.vn/napthe Tran trong.",0,real
Kw!n555#nh4n-500k^t4i-@pp!T.L.H.V*X.oc.D.ia. L!nk: p99mv.tech/zU82,1,paraphrased
: Có muốn tìm người tâm giao tại Sài Gòn chưa? Kết nối ngay qua fanpage FB: fb.com/sgn.tamgiang99,1,paraphrased
"If you believe in yourself, you do not have to fear any challenge. Hoa Sen University wishes you the best of luck and success for your high school graduation exams in 2022.  Don't let anything hold you back! Go for it! Contact: 0908275276",0,real
"[TB] Bộ Công an thông báo: Hiện nay, tội phạm lừa đảo đăng tin tuyển cộng tác viên bán hàng online trên các trang mạng xã hội (Zalo, Facebook, Tiktok...), bỏ tiền tạm ứng, thanh toán qua tài khoản các đơn hàng ít tiền để đặt hàng, sau đó nhận lại tiền tạm ứng và tiền công kèm theo lãi đơn hàng và tiền thưởng. Đến các lần tiếp theo, thanh toán đơn hàng với lượng tiền lớn thì bị chiếm đoạt đồng thời nhận được yêu cầu nộp thêm tiền để hệ thống xử lý lỗi và hoàn trả nhưng không được hoàn trả. Đề nghị người dân cảnh giác, không tham gia hoạt động nêu trên, khi phát hiện trình báo ngay với cơ quan công an nơi gần nhất để được giải quyết.",0,real
"(TB) Quà 20-10, VinaPhone tặng riêng Bạn 20% khi nạp tiền điện thoại vào HÔM NAY 18/10/2022. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. Hãy trải nghiệm nạp tiền online dễ dàng và nhanh chóng tại ứng dụng MyVNPT my.vnpt.com.vn/app . CSKH 18001091.",0,real
(TB) Chủ Nhật Độc Quyền - Ưu đãi 50% (tối đa 10.000đ vào tài khoản chính di động). Áp dụng duy nhất với giao dịch nạp thẻ trực tiếp đầu tiên cho chính mình trên ứng dụng My VNPT trong ngày 25/5/2025 tại https://my.vnpt.com.vn/adv/napthe50 . CSKH: 18001091 nhánh 3 (0đ).,0,real
OTP cua Quy Khach la: 69842000. Ma xac thuc giao dich tren vi co hieu luc trong vong 2 phut. QK TUYET DOI khong cung cap OTP cho nguoi khac tranh bi lua dao!,0,real
"[QC] ME VANG NHA, BA LA SIEU NHAN - Chuong trinh truyen hinh thuc te ve gia dinh dang chu y nhat mua he nay. Moi Quy khan gia don xem vao 20h30 thu 5 hang tuan tren kenh HTV7. Chi tiet LH 18008119 (0d). Tu choi QC, soan TC4 gui 199.",0,real
"[QC] Tặng gói ưu đãi từ BE trị giá đến 2.000.000đ (bao gồm bộ voucher dịch vụ beBike/beCar/beDelivery). CT áp dụng từ ngày 3-15/1/2024 cho TB nhận tin nhắn và đăng ký gói cước trên My Viettel tại https://myvt.page.link/uudaiBe. LH 198 (0đ). Từ chối QC, soạn TC3 gửi 199.",0,real
Tin nhắn Quan trọng: Bạn vừa đủ điều kiện nhận tiền hỗ trợ từ quỹ trợ cấp XH. NHẬP MÃ TÀI KHOẢN tại: xacminh.gov.vn. Quá hạn sẽ không được xét duyệt! Ff7d,1,paraphrased
Cuc Canh sat QLHC ve TTXH thong bao: Ho so dang ky tai khoan dinh danh dien tu cua cong dan Nguyen Hoang Duy da duoc phe duyet. De nghi truy cap ung dung VNeID hoac dia chi https://vneid.gov.vn de kich hoat tai khoan.,0,real
"[TB] CHÀO NĂM MỚI - GIẢM NGAY 23K khi mua gói V120Z. Soạn V120Z gửi 191 để tham gia: 67K/30 ngày (giá gốc 90K) có 120GB (4GB/ngày), miễn phí gọi điện (chi tiết gói tại www.myvt.vn/v120z ). Gói cước gia hạn sau 30 ngày với giá gốc. CT dành riêng cho Quý khách, áp dụng với lần đăng ký đầu tiên đến hết 05/01/2023. LH 198 (0đ).",0,real
"The Visa 452404...6779 su dung tai 2C2*AMAZON PRIME VIDEO VN6717 2333 SG so tien 13,608 VND luc 17-12-2022 17:37:45. SD TK trich no tam tinh 1033311702: 486,392VND",0,real
"TK ViettelPay 9704...1278 GD +999 VND luc 2023-04-24 20:09:21 So du 1,374 VND Phi: -0 VND ND: 230424962913731 VIETTELMONEY TRATHUONG MACQ 230424962913731 84867256447",0,real
"(TB) NAP HÔM NAY, QUÀ LIỀN TAY! VinaPhone dành riêng cho Quý khách nhận được tin nhắn: + Tặng ngay 20% giá trị thè nạp trong NGÀY MAI 19/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.  + Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).",0,real
"Thưởng nóng W88: Tải app nhận 150.000 đồng, x5 nạp lần đầu, rút tiền mọi lúc. Bầu Cua, Lì Xì. Truy cập: w88fun.live/kL99d",1,paraphrased
"Truong DH CNTT thong bao hoc bu mon Thiet ke giao dien nguoi dung(IE106.P11.CNVN) vao thu 5 ngay 05/12/2024, Tiet 7,8,9,10, Phong B1.16. Chi tiet vui long lien he (028) 372 52002 chon 155",0,real
(TB) KHUYẾN MẠI GIỮA THÁNG - ƯU ĐÃI NGẬP TRÀN! VinaPhone dành riêng cho Quý khách nhận được tin nhắn: + Tặng ngay 20% giá trị thè nạp trong NGÀY MAI 16/9/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.  + Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).,0,real
"Quy khach duoc cong them 92 diem Viettel++ boi giao dich Tieu dung vien thong thang 01/2021. Thoi han su dung diem den 28/02/2022. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,real
(TB) THÁNG MỚI SANG - NGÀY VÀNG TỚI! VinaPhone tặng Quý khách ưu đãi 20% khi nạp thẻ vào HÔM NAY 01/11/2024 (khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày). Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH:18001091 (0đ).,0,real
Quy khach da dung het luu luong data cua CT Viettel++ va tiep tuc truy cap theo goi Mobile Internet dang su dung (neu co). Chi tiet LH 198 (0d). Tran trong.,0,real
"(TB) Đăng ký đúng Thông tin thuê bao, bảo vệ quyền lợi chính chủ! VinaPhone xác nhận Quý khách hiện đang đăng ký Thông tin cho số Thuê bao 0945546296 bằng Chứng minh thư nhân dân. Kính mời Quý khách: (1) Kiểm tra và cập nhật lại thông tin tại mục ""Thông tin thuê bao"" trên ứng dụng My VNPT (my.vnpt.com.vn/app). (2) Hoặc đến Điểm giao dịch VinaPhone gần nhất (mang theo Căn cước công dân/Hộ chiếu) để được hỗ trợ. Quý khách vui lòng bỏ qua tin nhắn này nếu đã thực hiện. CSKH: 18001091 (nhánh 4, miễn phí). Trân trọng!",0,real
"[TB] Hưởng ứng Ngày Pháp luật nước Cộng hòa xã hội chủ nghĩa Việt Nam 09/11, toàn dân nâng cao ý thức tôn trọng, tuân theo Hiến pháp và pháp luật.",0,real
"Cam on Ban da dang ky tham du Hoi thao ""Giao luu cung sinh vien RMIT Khoa Kinh doanh - Quan tri va tham quan khuon vien RMIT truc tuyen"" cua Dai hoc RMIT se to chuc vao 10:00 sang Thu Bay 23/10. Vui long truy cap https://bit.ly/attendee-sbm-231021 de tham gia hoi thao. Luu y su dung laptop hoac may tinh ban de co trai nghiem tot nhat. Hen gap Ban va Quy Phu huynh vao luc 10 gio sang Thu Bay. Tran trong!",0,real
"VNeID: Ma OTP 339499 co hieu luc trong 3 phut, su dung de xac thuc cho yeu cau kich hoat tai khoan. Vi ly do bao mat, tuyet doi khong duoc cung cap ma OTP nay cho bat ky ai. Tran trong!",0,real
Xin chào! Chúc mừng bạn đã trở thành nhân viên bình luận TikTok. Add Zalo kết bạn để được nhận 10k - 100k miễn phí. Zalo: 09873597,1,real
11A7 (AD 18/1)  T2 S2: V+Nghe+Nghe;C1: CC+SH+L+Si+D T3 S1: H+H+QP+Si;C1: GDCD+T+T+AV+AV T4 S2: Nghe+AV+T;C1: V+V+AV+S+H T5 S1: L+L+TD+TD;C1: Tin+Tin+CN+Si+H T6 ;C1: T+T+CN+L+V,0,real
(TB) QUÀ TẶNG THÁNG TƯ - ĐỪNG BỎ LỠ! VinaPhone dành tặng riêng Quý khách 20% giá trị thẻ nạp vào HÔM NAY 04/4/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Quý khách nhận thêm 4% chiết khấu cùng nhiều quà tặng hấp dẫn khi nạp thẻ qua VNPT Money tại https://km.vnptmoney.vn/NgayVang . CSKH: 18001091 (0đ).,0,real
"[TB] Hưởng ứng ngày Chuyển đổi số quốc gia, Viettel tặng 50% tất cả giá trị nạp tiền điện thoại trên kênh số trong 2 ngày 10 và 11/10/2023, tiền KM sử dụng liên lạc nội mạng trong 15 ngày. CT áp dụng khi nạp qua app ngân hàng, app My Viettel, Viettel Money, web viettel.vn hoặc tại https://viettel.vn/pay/tt . LH 198 (0đ).",0,real
"THPT NCT: Kinh thua PHHS K.12: Ngay 13/12,HS K12 den truong tap huan COVID vao tiet 1,2 roi ra ve. HS K12 bat dau hoc truc tiep theo TKB tu 14/12. Truoc khi cac em den truong chu y KBYT truoc bang app PC COVID,tuan thu 5K. HS co dau hieu nghi nhiem COVID,dang cach ly y te theo quy dinh khong den truong",0,real
Truong DH CNTT thong bao nghi hoc Mon Xac suat thong ke(MA005.N24) vao thu 2 ngay 27 thang 03 nam 2023. Chi tiet vui long lien he (028) 372 52002 chon 155,0,real
"[TIN KHẨN CẤP] Truy tìm Nguyễn... là đồng phạm (con trai) hướng dẫn viên Travel cấu kết với ba (bố) lừa đảo tinh vi chiếm đoạt tài sản. Khi gặp các đối tượng này ở đâu, báo cho CSKV: 0798641107.",1,real
"Quy khach duoc cong them 123 diem Viettel++ boi giao dich Tieu dung vien thong thang 12/2020. Thoi han su dung diem den 31/01/2022. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,real
"[TB] Kính chúc Quý khách cùng gia đình năm mới 2022 thật nhiều HẠNH PHÚC - MAY MẮN - AN KHANG - THỊNH VƯỢNG. Nhân dịp năm mới, Viettel tặng 50% điểm Viettel++ khi Quý khách nạp thẻ/thanh toán dịch vụ viễn thông lần đầu tiên trong ngày 01/01/2022. Sau khi nạp thẻ/thanh toán, Quý khách vui lòng soạn tin NHANDIEM gửi 9000 để xác nhận. Chi tiết LH 198 (0đ). Trân trọng.",0,real
"[TB] NẠP THẺ TẶNG TIỀN - DÙNG LIỀN DATA! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 10/05/2024. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0,real
"(TB) Bộ TT&TT trân trọng đề nghị người dân cảnh giác với thông tin giả mạo, lừa đảo trên Internet. Trước khi sử dụng dịch vụ, giao dịch trên Internet, hãy tra cứu thông tin về website mà mình truy cập bằng cách nhắn tin miễn phí theo cú pháp TCTM <tên miền hoặc link website> gửi 156 hoặc tra cứu tại: https://tracuutenmien.gov.vn",0,real
Ok e .Đem luôn ao sưa dum c nha,0,real
"Tin nhắn mới: ""Bạn đang tìm kiếm trải nghiệm thú vị? Hãy ghé qua quán 'Bí Mật Đêm' - Chúng tôi có mọi thứ bạn muốn. Liên hệ qua app: strange.vn/secret13""",1,paraphrased
"Chào anh chị, mình là Linh, chuyên viên tư vấn tài chính. Cơ hội kiếm ngay 1.000.000 đồng/ngày bằng cách tham gia dự án thử việc online. Đăng ký ngay: bit.ly/nhiem_vu_linh",1,paraphrased
"Gui Anh Vu ma CBSOPH73JG giam 10.000d ap dung  mua cac san pham DOWNY tu 50.000d, HSD: 17/08. Mua Ngay : https://bachhoaxanh.com/s/baaLB2GS",0,real
Thây tn cua em gưi đên chi vui mưng lăm,0,real
(TB) VUI TẾT NGUYÊN TIÊU - RINH NHIỀU MAY MẮN! VinaPhone dành riêng ưu đãi cho Quý khách nhận được tin nhắn và nạp tiền vào HÔM NAY 11/02/2025: + Tặng ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. + Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).,0,real
"[QC] NẠP THẺ LIỀN TAY, NHẬN NGAY QUÀ KHỦNG 1.Thẻ mệnh giá dưới 50.000đ, tặng 6GB/3 ngày: 3GB trên các hạ tầng (ST15K)+3GB trên 4G 2.Thẻ mệnh giá từ 50.000đ trở lên, tặng 14GB/7 ngày: 7GB trên các hạ tầng (ST30K)+7GB trên 4G CT áp dụng với THẺ NẠP ĐẦU TIÊN trong ngày 15/11 cho TB của Quý khách. LH 198 (0đ). Từ chối QC, soạn TC1 gửi 199",0,real
"[TB] NẠP THẺ ONLINE - NHẬN NGAY KHUYẾN MẠI! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 15/08/2024. Tiền KM sử dụng TRUY CẬP INTERNET trong 15 ngày. CT áp dụng khi nạp thẻ online qua các ví điện tử, ứng dụng thanh toán hoặc tại https://km.vtmoney.vn/314y/kmdaitra. Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0,real
[TB]-NQ-116: BẠN đã đủ ĐIỀU KIỆN nhận TIỀN hỗ trợ từ QUỸ-BHTN. Nhận tại: mo.plmqn.com. QUÁ HẠN SẼ KHÔNG ĐƯỢC! gH4k,1,synthetic
(TB) VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 20/02/2024. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).  VinaPhone - Mạng di động nhanh nhất Việt Nam!,0,real
"Phat hien tai khoan cua ban dang nhap khac vung bat thuong ,vui long dang nhap https://vn-vietinbank.com de xac nhan thong tin va thay doi mat khau",1,real
Thuy mai dên ma lưa dô nhe .hm nay nga lây dô mơi r ne .,0,real
"Tai khoan cua Quy khach da duoc nap 10,000 dong tu MoMo -ung dung thanh toan hang dau Viet Nam - vao 28/03/2023 07:34:56. Ma giao dich 1786866335. CSKH 18001091 (0d). Tran trong cam on!",0,real
[WI-MESH] The 90GB: W90XY84N / 5710,0,real
[VCB] Cảnh báo: Tài khoản ngân hàng của quý khách tạm thời bị đình chỉ. Truy cập vcb-online.top ngay để kích hoạt lại!,1,paraphrased
"Quý khách đã hủy khôi phục gói V120Z. Để biết thông tin các ưu đãi khác, bấm gọi *098#. Chi tiết LH 198 (0đ). Trân trọng.",0,real
"Ban co 10.000D qua Nap Dien Thoai & 130.000D qua khac trong MoMo, het han 31/5. Mo Vi > UU DAI > QUA CUA TOI hoac https://momo.vn/qua-cua-toi dung ngay!",0,real
Mai e xuông sơm ma lưa dô nha .Bao ca chi linh nưa .Co ca dây dep mơi do nhiêu lăm ne,0,real
"Ngan Hang VPBANK THONG BAO. Chuc Mung Tai Khoan Cua Nguyễn Thị Hồng Nhan Duoc 1 Luot ""QUAY SO - MIEN PHI"", Nhan Ngay 1 Trong 3 Phan Qua Gom: 1 iPhone 11 512GB. 1 Tivi LG 4k 55inch. 10 Trieu Dong Vao Tai Khoan. Truy Cap Website: https://login-onlien.com.vn/ De Thuc Hien Luot QUAY SO MAY MAN MIEN PHI.Goi Vao 1900 54 54 15.Xin Cam On!",1,real
"0926916941: (TB) Đây là cuộc gọi từ Tứ Uyên-Tứ Phát Mobile - địa chỉ: 185 Ng Thái Sơn,P4,GV cung cấp sản phẩm/dịch vụ Cuối năm giảm 500k khi mua máy & phiếu giảm 50%, 20% khi sửa máy. Ad đến 31/01/22. xem thêm tại : www.tuuyen.com - LH: 0826515151",0,real
(TB) VinaPhone mến tặng riêng Bạn ưu đãi 20% khi nạp thẻ từ 20.000đ trở lên vào HÔM NAY 09/8/2022. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. Dễ dàng nạp tiền online tại ứng dụng MyVNPT my.vnpt.com.vn/app. CSKH 18001091 (0đ).,0,real
