sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,source_dataset,source_file,source_row_id
phase1_06458,"Chào bạn, mình là Minh, bên mình đang có chương trình thả tim nhận quà. Inbox mình để biết thêm.",1,0,0,personal_number,Crypto / Đầu tư giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,894
phase1_06688,G1ai_tri_2Q-tuy3n-D41-Ly-toan-quoc. Zalo: 0955667788. Link: gtr2q.bet #ag92,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1124
phase1_05941,"Chào bạn, mình là Tuyết. Công việc đặt đơn Lazada kiếm 200.000 đồng/ngày. Không cần vốn, chỉ cần 20 phút mỗi ngày.",1,0,0,personal_number,Crypto / Đầu tư giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,377
phase1_09104,"Ch4o ban, m1nh la L1nh. L4m nv th4 t1m v1d30 kiem 300k/ngay. Khong can v0n, ch1 can 15p. Tra t1en cu0i ngay.",1,0,0,personal_number,Crypto / Đầu tư giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3541
phase1_07598,Tuy3n_D4!_Ly_2Q-h04_h0ng_60%^th4nh_to4n_tu4n. Z4l0: 0944556677. L!nk: 2qbet.bet,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2034
phase1_06586,Bộ Công an: Chúng tôi phát hiện bạn vi phạm quy định định danh. Phải xác thực lại tại bocongan-gov.top.,1,1,0,brandname,Dịch vụ công giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1022
phase1_10172,"789Bet_km-KHUNG-nap_dau-X3. N0-Hu, Ban-C4, BCR... DK: t.ly/mK2w8 hJpL",1,1,0,personal_number,Cờ bạc / Betting,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4609
phase1_10101,Quy BHTN: B4n_da-du D!EU_K!EN nh4n_T1EN ho~tro tu quy BH#TN. Nhan t41: www.kiujn.icu. QUA-HAN SE KHONG-DUOC CHAP NHAN! vC9x,1,1,0,personal_number,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4538
phase1_06080,"[CANH CAO LAN CUOI]: Bà Hồ Văn Ý CCCD: 052199008765 nợ HD Saison 33,211,800VND. Yêu cầu thanh toán trong 24H nữa. Quá hạn sẽ khởi tố hình sự và thông báo về cơ quan nơi đang công tác để trừ lương thu hồi. LH: 0911998877.",1,0,1,personal_number,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,516
phase1_06021,Cục Viễn thông: Cảnh báo thuê bao bị giả mạo. Xác minh tại https://vnta-vn.top ngay.,1,1,0,personal_number,Dịch vụ công giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,457
phase1_05916,"Chào bạn, mình là Vy. Nhóm Telegram bên mình hướng dẫn kiếm 300.000 - 1 triệu mỗi ngày không cần vốn. Link: t.me/kiem_tien_moi_ngay",1,1,0,personal_number,Crypto / Đầu tư giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,352
phase1_08005,Don_hang-shopee_bi-huy. B@n-hay_dang-ky l@m-lai-don_moi k13m-hoa-hong 20% m0i-ng@y. Link: t.me/shopee_hoan_tien,1,1,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2441
phase1_09772,"[CANH CAO LAN CUOI]: BA Nguy3n Th1 Cuc CMND 021093847 n0 Home Credit 6,128,000VND. Truoc 16H Ngay 27/10 neu b4t h0p t4c chung t01 se gu1 thong b4o n0 nay d3n t4n tru0ng h0c cua c0n c41 ba de ph01 h0p. LH: 0988172635.",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4209
phase1_09556,Tiki tuyển số lượng lớn nhân viên đặt hàng nâng cao thứ hạng cửa hàng. Kiếm 800.000đ/ngày bằng điện thoại. Tuổi 23-65. Zalo: 84913000013,1,0,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3993
phase1_08022,"Shopee tuyển nhân viên xử lý đơn và đánh giá sản phẩm tại nhà. Thu nhập 500k-1.5tr/ngày. Yêu cầu 22-60 tuổi. Công việc đơn giản, không cần kinh nghiệm. Liên hệ Zalo: zalo.me/84901827364",1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2458
phase1_09554,Shopee tuyen nh4n vien xu ly don v4 danh gia san f-h-u-m. Thu nh4p 500.000d-1.500.000d/ng4y. Tuoi 22-60. Zalo: zalo.me/84911000011,1,1,1,personal_number,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3991
phase1_09845,Tr0 cap NQ-116: ong (B4) da du d!3u k13n nh4n t13n tu quy BHTN. Bam vao www.zaqws.icu. QUA HAN SE KHONG DUOC CHAP NHAN. dS9a,1,1,0,personal_number,BHXH / Trợ cấp,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4282
phase1_08572,Cảnh sát Giao thông: Thông báo vi phạm tốc độ. Kiểm tra tại https://phatnguoi-247.xyz,1,1,0,shortcode,Dịch vụ công giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3008
phase1_06856,Hoàn thuế TNCN: Ông (Bà) đã đủ điều kiện nhận tiền hỗ trợ COVID. Bấm vào www.yhnjk.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN! mN1b,1,1,0,personal_number,BHXH / Trợ cấp,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1292
phase1_10185,"JILI-B4cc4r4t, ch01 g4, th3 th40. CSKH 24/24. Rut t13n s13u t0c. Dk tai: jili6.com",1,1,0,personal_number,Cờ bạc / Betting,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4622
phase1_05732,L3nh n4p d4u tu: STK 1092837465-V13tt1nb4nk. T3n: CONG TY TNHH GIAI PHAP TAI CHINH SO.,1,0,0,personal_number,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,165
phase1_06115,Lazada tuyển gấp nhân viên xử lý đơn + đánh giá sản phẩm tại nhà. Tuổi 23-65. Thu nhập 1 triệu đồng/ngày. Zalo: zalo.me/84823456789,1,1,1,personal_number,Tuyển dụng giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,551
phase1_06545,TECHCOMBANK cảnh báo: tài khoản bị tạm dừng. Đăng nhập techcombank.cc để mở lại trước 20:00 hôm nay.,1,1,0,brandname,Giả mạo ngân hàng,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,981
phase1_09924,Tiki tuyen nh4n vien n4ng hang cua hang. Thu nh4p 500k-1tr/ngay. Tuoi 22-60. Lien he Zalo: 84705678901,1,0,1,personal_number,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4361
phase1_10473,Tổng cục Thuế: Ong (BA) du d13u kien de nh4n tien ho tro thue tai: thue-tncn.cc,1,1,0,brandname,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4910
phase1_09573,3B4y tuy3n nv xu ly z0n hang TMZT. Tu01 23-65. Thu nhap 500k-3tr/ngay. Th40 t4c z0n g14n. Z4l0: zalo.me/84930000030 Z4l0: 84930000030,1,1,1,personal_number,Tuyển dụng giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4010
phase1_10235,"3B4y can tuy3n nh4n v13n xu ly z0n z4t hang TMDT. Lu0ng 500k~3000k/ngay, l4m w4 d13n t-h-o41. Tu01 23-60. Z4l0: zalo.me/84567890123 Z4l0: 84567890123",1,1,1,personal_number,Tuyển dụng giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4672
phase1_09878,"TAI app Awin nh4n 88k, x3 n4p d4u, rut nj4y k0 can n4p. TLMN, X.oc-D.ia, N.ohu. Link: w2n5m.cc/eR1t",1,1,0,personal_number,Cờ bạc / Betting,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4315
phase1_09966,H.e.n. .h.o. .v.u.i. .v.e. .q.u.a. .d.e.m. .H.N. .-. .Z.a.l.o. .b.i.t.l.y./.h.n._.d.e.m._.v.i.p. F8mH,1,0,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4403
phase1_08968,Bộ GTVT: Thong b4o g14 han b4ng lai x3 s4p h3t han. Truy cap gtvt-gov.v1p de l4m thu tuc.,1,0,0,personal_number,Dịch vụ công giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3405
phase1_08937,Đ;N – T;e;l;e;g;r;a;m: 3;m_X;t_n;g;0;n_Đ;N. P;h;ü;c_v;ü_A-Z_n;h;ï;ë;t_t;ï;n;h. T;e;l;e: t.me/dn_xt_ngon pLm0,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 5 – Extreme noise,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3374
phase1_10347,eBay cần tuyển nhân viên xử lý đơn đặt hàng TMĐT. Thu nhập 500k~3000k/ngày. Yêu cầu 23-60 tuổi. Thao tác dễ dàng. Zalo: zalo.me/84903456721 Zalo: 84903456721,1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4784
phase1_07769,D.N-Z.a.l.o-G.r.o.u.p-m.o.i-g.i.o.i-p.h.o-v.a.y-c.a.c-v.u.n.g: zalo.me/g/dn_phovay_all Vn3M,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2205
phase1_09682,3B4y can tuyen nh4n vien x-u-l-y don hang. Thu nh4p 500k-3000k/ngay. Tuoi 22-60. Zalo: zalo.me/84766778899 Zalo: 84766778899,1,1,1,personal_number,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4119
phase1_08264,HCM-Zalo: H-C-M-c-a-n-t-i-m-n-g-u-o-i-y-e-u-h-o-p-d-o-n-g-k-i-n. Z-a-l-o: bit.ly/hcm_dating_contract dS3a,1,1,0,personal_number,Nội dung nhạy cảm,LEVEL 3 – Dot/dash insertion,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2700
phase1_06384,"CANH BAO LAN CUOI!!! Yêu cầu Ông Trần Minh Tâm CMND: 031092004856 thanh toán khoản nợ 6,782,500VND cho Mcredit trước 16H Ngày 12/06. Nếu không, chúng tôi sẽ Công Khai HINH ANH và THONG TIN lên mạng xã hội và thông báo người thân. LH: 0912837465",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,820
phase1_06734,Hoan_thue-TNCN: Ong~Ba da_du-d!eu^k!en nhan_t1en-h0-tro. Bam-vao www.yhnjm.icu. QUA-HAN*SE*KH0NG_DUOC_CHAP-NHAN! mK4u,1,1,0,personal_number,BHXH / Trợ cấp,LEVEL 2 – Leet nặng + tên riêng,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1170
phase1_08575,VNeID: Thông báo cập nhật định danh mới nhất. Bấm vào https://vneid-xacthuc.vip,1,1,0,shortcode,Dịch vụ công giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3011
phase1_08057,"Lazada tuyển nhân viên đánh giá shop. Thu nhập 1tr/ngày. Yêu cầu 23-65 tuổi, có tài khoản ngân hàng. Zalo: zalo.me/84999445566",1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2493
phase1_10253,"K1m_L0ng-C4s1n0*KM_khung_n4p_1_t4ng_1. Rut t13n MAXX 50.000k. No Hu, BCR, B4n_C4. Link: kl88.bet/Kl991",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4690
phase1_08563,Bộ Công an: Thông báo khẩn cấp về việc định danh sai phạm. Truy cập https://ca-vngov.xyz,1,1,0,brandname,Dịch vụ công giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2999
phase1_07990,Chuc_mung^b4n! D@_du_d!3u_k!3n nh@n_nh13m_vu_dat_don_h@ng. K13m-500k~1tr/ngay. L13n_h3-Telegram: t.me/shopee_nhiemvu_99,1,1,0,personal_number,Crypto / Đầu tư giả,LEVEL 4 – Mixed special chars,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2426
phase1_09594,Cục Viễn thông: Thong bao thue bao cua ban chua chuan hoa thong tin. Cap nhat ngay tai https://vnta-gov.cc,1,1,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4031
phase1_08822,J!L!_n4p-2Ok_nh4n-1OOk. Rut-MAXX-5.OOOk. DK-ngay: t.ly/hG7fD rS2a,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3258
phase1_06303,"Giải trí 2Q tuyển đại lý, hoa hồng không giới hạn. Zalo: 0944009988. Link: 2qvip.bet",1,1,1,shortcode,Cờ bạc / Betting,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,739
phase1_07805,"Giải trí 2Q tải app nhận 88k. X3 nạp đầu, rút tiền trong 3 phút. Link: ghj55.cc/kL9pM",1,1,0,personal_number,Cờ bạc / Betting,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2241
phase1_07273,BHXH_VN: Ong/Ba_da~du*D!EU-K!EN_nhan-t1en_h0-tro_BHTN. Bam-vao: www.yhnjk.icu. QUA-HAN_SE_KH0NG_DUOC_CHAP_NHAN! qW1e,1,1,0,personal_number,BHXH / Trợ cấp,LEVEL 2 – Leet nặng + tên riêng,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1709
phase1_08677,TECHCOMBANK: Vui l0ng dang nh4p https://techcombank.vn-op.top de hoan t4t b40 mat tai kh04n truoc 12h de khong bi ngung j140 d1ch.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3113
phase1_06414,"CANH BAO LAN CUOI!!! Ông Trương Công Thành CMND: 045091002834 nợ FE 22,483,500VND. Trước 16H Ngay 15/06 không hoàn trả, trung tâm sẽ phối hợp với địa phương để kê biên tài sản và làm việc với người thân. LH: 0914857263",1,0,1,personal_number,Đòi nợ / Đe dọa,LEVEL 0 – Không obfuscation (formal),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,850
phase1_06847,Quy BHTN: B4N_da-du DIEU KIEN nh4n T1EN ho~tro theo NQ-116. Nhan t4!: mo.plmko.com. QUA_HAN-SE-KH0NG_DUOC-CHAP-NHAN! zXcV,1,1,0,personal_number,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1283
phase1_06027,"Tiki tuyển nhân viên đặt hàng để nâng thứ hạng cửa hàng. Thu nhập 800.000đ/ngày, làm tại nhà. Yêu cầu 23–65 tuổi. Lương trả ngay. Zalo: 84934567890",1,0,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,463
phase1_07308,"[CẢNH BÁO LẦN CUỐI]: Ông Lý Tuấn CMND: 024.857.361 có khoản vay 5,125,500VND tại Mcredit đã quá hạn. Yêu cầu thanh toán trong 24H nữa. Nếu không sẽ thông báo người thân gia đình và cưỡng chế tài sản. SDT: 097-788-9900.",1,0,1,personal_number,Đòi nợ / Đe dọa,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1744
phase1_09494,"Ban 01, m1nh la Thuy. L4m nv th4 t1m v1d30 T1kT0k nh4n 100k cu01 ngay. Khong can v0n h4y k1nh ngh13m.",1,0,0,personal_number,Crypto / Đầu tư giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3931
phase1_05656,"Cty HVS cần tuyển cộng tác viên bán thời gian, lương 500k~3000k/ngày. Thao tác đơn giản, làm tại nhà hoàn toàn. Tuổi 23-65. Zalo: zalo.me/84999001122 Zalo: 84999001122",1,1,1,personal_number,Tuyển dụng giả,LEVEL 0 – Không obfuscation (formal),synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,89
phase1_09165,"Ch40 ban, m1nh la chuyên v13n hỗ trợ d4t d0n hang. MOI ngay kiem 500k de dang. Lien he Telegram: t.me/troly_shopee_2024",1,1,0,personal_number,Crypto / Đầu tư giả,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3602
phase1_07581,"TB KHẨN: Home Credit yêu cầu Ông Ngô Thế Vinh CMND: 066094512345 thanh toán 3,334,800VND trong 24H nữa. Nếu không sẽ gửi văn bản về chính quyền địa phương. Liên hệ: 0333998877.",1,0,1,personal_number,Đòi nợ / Đe dọa,NONE,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2017
phase1_07227,"JILI: B4cc4r4t truc t13p, th3 th4o, x0 s0, rut t13n 3 fhut. Link: jili8.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1663
