sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,source_dataset,source_file,source_row_id
phase1_02582,ZaloPay tang voucher cashback 10% khi nap tien dien thoai qua vi. Toi da 20.000d. Thoi han den ngay 25/05/2026. Truy cap zalopay.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,14
phase1_02583,ShopeePay: Giam ngay 50k cho hoa don thanh toan dien nuoc dau tien tren Shopee. Ap dung den 31/05/2026. Chi tiet tai shopeepay.vn.,0,1,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,15
phase1_02584,Grab: Uu dai GrabCar giam 20% (toi da 30k) cho moi chuyen di vao khung gio cao diem. Han dung den 20/05/2026. Mo app dat xe ngay.,0,0,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,16
phase1_02585,MoMo: Hoan tien 5% khi thanh toan hoa don Internet tai Vi MoMo. Thoi gian ap dung tu nay den het 31/05/2026. Hotline ho tro 1900545441.,0,0,1,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,17
phase1_02586,ZaloPay: Nhap ma BANMOI nhan ngay combo voucher 1tr dong cho khach hang moi lien ket ngan hang. Han den 30/06/2026. Zalopay.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,18
phase1_02587,ShopeePay tang ma SPP15 giam 15k cho don hang Shopee tu 150k. Ap dung den ngay 15/05/2026. Dung ngay tai shopee.vn.,0,1,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,19
phase1_02588,Grab: Tang Quy khach ma uu dai GRABBIKE giam 10k cho 5 chuyen di tiep theo. Thoi han su dung den 25/05/2026. Tu choi QC: TC gui 9089.,0,0,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,20
phase1_02589,MoMo: Uu dai mua ve xem phim CGV dong gia 79.000d vao cac ngay cuoi tuan. Han dung 31/08/2026. Dat ve ngay tren Vi MoMo.,0,0,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,21
phase1_02590,ZaloPay: Giam 50% phi bao hiem xe may khi mua truc tiep tren ung dung. Chuong trinh keo dai den 31/05/2026. Chi tiet tai zalopay.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,22
phase1_02591,Grab: Giam 30% cho dich vu GrabFood vao khung gio 14h-17h hang ngay. Ma: CHIEUVUI. Han dung den het ngay 20/05/2026.,0,0,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,23
phase1_02592,ShopeePay: Nhan ngay 10k vao tai khoan khi thuc hien nap tien dien thoai tu 50k. Han den 31/05/2026. Truy cap shopeepay.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,24
phase1_02593,MoMo: Tang Quy khach voucher Highland Coffee tri gia 30.000d trong muc Qua cua toi. Han su dung den 15/05/2026. Mo MoMo dung ngay.,0,0,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,25
phase1_02594,WinMart: Giam gia 20% cho cac mat hang thit sach MeatDeli va rau cu VinEco. Ap dung cho khach hang thanh vien den 15/05/2026. Winmart.com.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,26
phase1_02595,"Co.opmart: Chuong trinh Sieu uu dai cuoi tuan, mua san pham thu 2 voi gia 0 dong. Ap dung tu 10/05 den 12/05/2026. Hotline 1900555568.",0,0,1,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,27
phase1_02596,Bach hoa xanh: Giam ngay 50k cho hoa don tu 500k khi mua sam truc tuyen tai bachhoaxanh.com. Thoi han den ngay 20/05/2026.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,28
phase1_02597,WinMart: Tich diem 3% cho moi hoa don mua sam khi su dung the thanh vien Win. Ap dung tai tat ca cua hang WinMart/WinMart+ den 31/12/2026.,0,0,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,29
phase1_02598,Co.opmart: Giam gia den 50% cho nhom hang gia dung va thoi trang. Chuong trinh dien ra tu 05/05 den 15/05/2026. Xem tai saigoncoop.com.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,30
phase1_02599,Bach hoa xanh: Mua 1 tang 1 cac loai trai cay nhap khau vao moi Thu Tu hang tuan. Han dung den 30/06/2026. Chi tiet tai cua hang.,0,0,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,31
phase1_02600,"WinMart: Uu dai dac quyen cho hoi vien Win, mua dau an Simply 1L voi gia chi 45k. Han dung 25/05/2026. Hotline ho tro 18006868.",0,0,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,32
phase1_02601,Co.opmart tang phieu mua hang 30k cho moi hoa don tu 400k tro len. Thoi gian ap dung tu 01/05 den 20/05/2026. Tu choi QC: TC gui 8088.,0,0,1,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,33
phase1_02602,Highland Coffee: Quy khach dang co 500 diem thuong sap het han vao ngay 31/05/2026. Vui long doi qua tai App Highlands Coffee de khong bo lo.,0,0,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,34
phase1_02603,WinMart thong bao: So diem tich luy cua Quy khach se het han vao 30/06/2026. Quy khach hay den WinMart gan nhat de su dung diem ngay.,0,0,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,35
phase1_02604,MoMo: Chuc mung Quy khach da nang hang Thanh vien Vang. Nhan ngay goi voucher uu dai tri gia 200k tai muc Uu dai. Han dung 30/06/2026.,0,0,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,36
phase1_02605,The Coffee House: Tai khoan BEAN cua Quy khach sap duoc nang hang Kim Cuong. Tich them 50 BEAN truoc 31/05/2026 de nhan uu dai dac quyen.,0,0,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,37
phase1_02606,Grab: Quy khach con 1000 diem GrabRewards chua su dung. Diem se het han vao ngay 30/06/2026. Truy cap app Grab de doi qua ngay.,0,0,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,38
phase1_02607,ZaloPay: Chuc mung Quy khach tro thanh khach hang than thiet. Tang ma ZP50 giam 50k cho moi giao dich thanh toan dien nuoc den 31/05/2026.,0,0,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,39
phase1_02608,"KFC: Combo cuoi tuan 149k (2 ga, 1 khoai, 1 nuoc). Nhap ma KFCAPP20 giam them 20k qua app KFC Vietnam. Den 25/05/2026. Tu choi QC soan TC gui 8079.",0,0,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,40
phase1_02609,Highland Coffee: Combo 2 Freeze size L chi 99k. Ap dung duy nhat ngay 26/04/2026. Xem menu tai highlandcoffee.com.vn. Tu choi QC soan TC gui 1234.,0,1,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,41
phase1_02610,McDonald's: Thuong thuc Combo Gia Dinh giam 50k qua ma MCD50K. Ap dung den het 20/05/2026 tai mcdonalds.vn. Tu choi QC soan TC gui 9090.,0,1,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,42
phase1_02611,KFC: Sieu deal cuoi tuan! Giam 25% cho hoa don tu 200k. Nhap ma KFCWE tai app KFC. Han den 30/04/2026. Tu choi QC soan TC gui 8079.,0,0,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,43
phase1_02612,Lotteria: Combo nhom 199k tiet kiem 45k. Ap dung tai cua hang den 31/05/2026. Hotline 19006778. Tu choi QC soan TC gui 9241.,0,0,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,44
phase1_02613,The Coffee House: Tang voucher 20k cho don hang tu 100k vao cuoi tuan. Su dung tai app den 25/05/2026. Tu choi QC soan TC gui 8888.,0,0,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,45
phase1_02614,MoMo: Tang ban voucher 30k an KFC vao cuoi tuan. Mo Vi > Uu dai > Nhap ma MOMOKFC. Han dung 31/05/2026. Chi tiet tai momo.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,46
phase1_02615,ZaloPay: Hoan tien 15% (toi da 20k) khi thanh toan tai Highland Coffee vao Chu nhat. Den 30/05/2026. Thong tin tai zalopay.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,47
phase1_02616,MoMo: Quet QR MoMo tai Co.opmart giam ngay 50k cho hoa don tu 500k. Ap dung T7 & CN den 31/05/2026. Website: momo.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,48
phase1_02617,ZaloPay: Tang voucher 10k nap dien thoai khi thanh toan hoa don dien nuoc vao cuoi tuan. Han dung 30/06/2026. Website: zalopay.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,49
phase1_02618,MoMo: Combo an uong cuoi tuan giam 20% tai The Coffee House. Mo Vi nhan qua ngay. Han den 15/06/2026. momo.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,50
phase1_02619,ZaloPay: Tang goi qua tang 100k cho nguoi moi thanh toan tai Bach hoa xanh. Han dung 31/05/2026. Chi tiet: zalopay.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,51
phase1_02620,"MoMo: Deal cuoi tuan - Mua ve xem phim CGV chi 79k qua MoMo. Ap dung T6, T7, CN den 30/05/2026. momo.vn.",0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,52
phase1_02621,WinMart: Dai tiec BBQ cuoi tuan! Thit ba chi bo My giam 20% chi con 189k/kg. Ap dung den 25/05/2026. Chi tiet tai winmart.com.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,53
phase1_02622,Bach hoa xanh: Combo rau cu qua tuoi moi ngay chi 49k. Ap dung duy nhat chu nhat den 20/06/2026. Website: bachhoaxanh.com.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,54
phase1_02623,Co.opmart: Tang 1 phieu mua hang 50k cho don tu 800k vao Chu nhat. Ap dung den 30/06/2026. LH 1900555568.,0,0,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,55
phase1_02624,WinMart: Deal cuoi tuan tuoi ngon! Tao Envy giam con 79k/kg. Ap dung den 31/05/2026 tai winmart.com.vn. Tu choi QC soan TC gui 8079.,0,1,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,56
phase1_02625,Highland Coffee: Diem thuong Highland sap het han! Doi ngay 20 diem lay 1 voucher giam 10k. Han doi den 31/05/2026 tai highlandcoffee.com.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,57
phase1_02626,WinMart: Diem WiN cua ban se het han vao 30/06/2026. Dung diem de giam tru truc tiep vao hoa don cuoi tuan ngay. winmart.com.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,58
phase1_02627,Lotteria: Ban co 1 voucher giam 50k chua su dung. Su dung ngay cho combo cuoi tuan truoc 25/05/2026. Tu choi QC soan TC gui 9241.,0,0,1,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,59
phase1_02628,[TB] Chúc mừng Quý khách đã đăng ký thành công gói V90B của Viettel. Ưu đãi 30GB/tháng (1GB/ngày) và miễn phí gọi nội mạng dưới 20 phút. Hạn dùng đến 15/12/2025. Chi tiết LH 198 (0đ).,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,60
phase1_02629,Vinaphone thông báo: Gói cước BIG90 đã được kích hoạt thành công. Quý khách có 30GB Data tốc do cao sử dụng trong 30 ngày (đến 23:59 ngày 20/12/2025). Tra cứu dung lượng soạn DATA gửi 888. LH 18001260.,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,61
phase1_02630,MobiFone: Quy khach da dang ky thanh cong goi HD70. Uu dai 6GB data su dung trong 30 ngay. Gia cuoc 70.000d da duoc tru tu tai khoan chinh. Chi tiet lien he 9090. Tran trong.,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,62
phase1_02631,"[TB] Vietnamobile đã xác nhận Quý khách đăng ký gói D15 thành công. Nhận ngay 6GB sử dụng trong 3 ngày. Hạn dùng đến 22/11/2025. Để kiểm tra ưu đãi, soạn *101#OK. LH 789.",0,0,1,shortcode,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,63
phase1_02632,"iTel TB: Quy khach da dang ky thanh cong goi ITEL149. Uu dai 4GB/ngay, mien phi goi noi mang iTel va Vinaphone duoi 20 phut. Thoi han den 05/01/2026. Truy cap app MyiTel tai https://itel.vn de quan ly.",0,1,0,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,64
phase1_02633,Wintel: Chúc mừng bạn đã tham gia gói WIN60. Truy cập data không giới hạn tốc độ cao trong 30 ngày. Gói cước tự động gia hạn vào ngày 18/12/2025. Hotline hỗ trợ 19002155 (1000đ/phút).,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,65
phase1_02634,"Gmobile: Quy khach da dang ky thanh cong goi cuoc ty phu G0. Mien phi goi noi mang trong 30 ngay. Han dung den ngay 25/12/2025. De kiem tra tai khoan, bam *101#OK.",0,0,0,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,66
phase1_02635,"[TB] Viettel: Quy khach da dang ky thanh cong goi ST7K. Co 500MB su dung den 24h ngay 21/11/2025. Goi cuoc duoc tu dong gia han hang ngay. De huy gia han, soan HUY ST7K gui 191. LH 198.",0,0,1,shortcode,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,67
phase1_02636,Vinaphone: Quy khach da dang ky thanh cong goi cuoc ngay D2. Uu dai 2GB su dung trong 24h ke tu thoi diem dang ky. Han dung den 14:30 ngay 22/11/2025. Chi tiet goi 18001260.,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,68
phase1_02637,MobiFone: Chuc mung Quy khach da dang ky goi cuoc 21G thanh cong. Uu dai 2GB/ngay (60GB/thang). Thoi han su dung den 20/12/2025. Tra cuu uu dai con lai soan KT ALL gui 999. LH 9090.,0,0,1,shortcode,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,69
phase1_02638,[TB] Vietnamobile: Dang ky thanh cong goi cuoc King. Mien phi 10GB/ngay va 200 phut goi lien mang moi thang. Han dung den 15/01/2026. Chi tiet LH 789 (0d).,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,70
phase1_02639,"iTel: Quy khach da dang ky thanh cong goi MAY. Uu dai 4GB/ngay, mien phi 60 phut goi ngoai mang moi thang. Thoi han den 23:59 ngay 10/12/2025. Kiem tra tai khoan tai https://itel.vn.",0,1,0,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,71
phase1_02640,Wintel: Quy khach da dang ky thanh cong goi cuoc WIN89. Uu dai Data khong gioi han va 50 phut goi ngoai mang. Gia han vao ngay 22/12/2025. LH 19002155.,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,72
phase1_02641,Viettel: Quy khach da dang ky thanh cong goi 5G30. Co 30GB data su dung trong 30 ngay tren ha tang 5G. Han dung den 20/12/2025. Huong dan su dung soan HD gui 191. LH 198.,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,73
phase1_02642,[TB] Viettel: Tai khoan cua Quy khach con duoi 5.000d. Vui long nap the de khong gian doan lien lac va tiep tuc su dung cac dich vu gia tri gia tang. Chi tiet LH 198 (0d).,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,74
phase1_02643,"Vinaphone: Luu luong data cua goi BIG70 chi con duoi 50MB. De tiep tuc truy cap Internet toc do cao, Quy khach co the mua them goi X15 (500MB) bang cach soan X15 gui 888. LH 18001260.",0,0,1,shortcode,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,75
phase1_02644,MobiFone: Goi cuoc C120 cua Quy khach se het han vao ngay 22/11/2025. Vui long nap them tien vao tai khoan de he thong tu dong gia han uu dai 4GB/ngay. Chi tiet LH 9090.,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,76
phase1_02645,Vietnamobile: Tai khoan cua ban khong du de gia han goi D10. Vui long nap tien va soan DK D10 gui 345 de tiep tuc tan huong uu dai 4GB/ngay. Chi tiet goi 789.,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,77
phase1_02646,iTel TB: Quy khach da su dung het 100% dung luong data toc do cao trong ngay cua goi MAY. Truy cap Internet se tam dung den khi sang ngay moi. Chi tiet lien he 0877087087.,0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,78
phase1_02647,"Wintel: Goi cuoc WIN60P cua ban se het han trong 24h toi. De duy tri ket noi Internet khong gioi han, vui long dam bao so du tai khoan toi thieu 60.000d. Hotline 19002155.",0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,79
phase1_02648,Gmobile: Tai khoan chinh cua Quy khach sap het han su dung. Vui long nap the truoc ngay 25/11/2025 de tranh bi khoa 1 chieu. Kiem tra tai khoan bam *101#OK.,0,0,0,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,80
phase1_02649,[TB] Viettel: Quy khach da dung het luu luong data toc do cao cua goi Mimax90. Quy khach tiep tuc truy cap Internet o toc do thuong. De mua them data soan ST10K gui 191. LH 198.,0,0,1,shortcode,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,81
phase1_02650,Vinaphone: Thue bao cua Quy khach se bi khoa 1 chieu vao ngay 23/11/2025 do het han su dung. Vui long nap the de tiep tuc dich vu. Chi tiet truy cap https://vinaphone.com.vn.,0,1,0,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,82
phase1_02651,"MobiFone: Quy khach da su dung het 90% dung luong goi HD90. De kiem tra dung luong con lai, soan KT DATA gui 999. De mua them dung luong truy cap 9090.",0,0,1,shortcode,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,83
phase1_02652,"[QC] VIETTEL CHÀO LỄ 20/11: Tặng 20% giá trị thẻ nạp duy nhất trong ngày hôm nay cho tất cả thuê bao trả trước. Tiền KM dùng liên mạng trong 15 ngày. Nạp ngay tại https://viettel.vn/pay. Tu choi QC, soan TC gui 199.",0,1,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,84
phase1_02653,"[QC] VINAPHONE ƯU ĐÃI CUỐI TUẦN: Tặng 50% dung lượng Data khi đăng ký gói D15 (15k/3GB/3ngày) trong ngày Chủ Nhật 24/11. Soạn D15 gửi 888. Chi tiết: https://vinaphone.com.vn. Tu choi QC, soan TC gui 1551.",0,1,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,85
phase1_02654,"[QC] MobiFone chúc mừng ngày Nhà Giáo Việt Nam 20/11. Tặng ngay 2GB Data tốc độ cao cho khách hàng nạp thẻ từ 50.000đ trở lên qua ứng dụng My MobiFone. CT áp dụng duy nhất hôm nay. LH 9090. Tu choi QC, soan TC gui 9241.",0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,86
phase1_02655,"[QC] Vietnamobile: CUOI TUAN RUC RO! Tang 100% gia tri the nap cho thue bao nhan duoc tin nhan nay vao ngay 23/11/2025. Nap ngay de nhan uu dai. Chi tiet goi 789. Tu choi QC, soan TC2 gui 123.",0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,87
phase1_02656,"[QC] iTel: Sieu uu dai thang 11. Dang ky goi ITEL100 co ngay 2GB/ngay chi voi 100k/thang. Soan ITEL100 gui 8968. Chi tiet tai https://itel.vn. Tu choi QC, soan TC gui 123.",0,1,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,88
phase1_02657,"[QC] Wintel: Duy nhat ngay 20/11, giam 20% khi mua SIM moi kem goi cuoc WIN60 tai cac cua hang WinMart tren toan quoc. Ket noi khong gioi han ngay. Tu choi QC, soan TC gui 123.",0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,89
phase1_02658,"[QC] VIETTEL: UU DAI DATA KHUNG! Soan ST15K gui 191 co ngay 3GB su dung trong 3 ngay chi voi 15.000d. KM ap dung den het ngay 25/11/2025. LH 198. Tu choi QC, soan TC3 gui 199.",0,0,1,brandname,Viễn thông,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,90
