split,group_col,group_value,rows,accuracy,macro_f1,f1_label_1,recall_label_1,precision_label_1,roc_auc,pr_auc
train,sender_type,personal_number,3791,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train,sender_type,shortcode,707,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train,has_url,0,3764,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
train,has_url,1,3448,0.9997099767981439,0.9995971058458328,0.9998103546368291,1.0,0.999620781190747,0.9999995328045926,0.9999998561385397
train,has_phone_number,0,5313,0.9998117824204781,0.9998115709214884,0.9998178838098707,1.0,0.9996358339402768,1.0,1.0
train,has_phone_number,1,1899,1.0,1.0,1.0,1.0,1.0,1.0,1.0
train,obfuscation_level,Level 0 - Formal,2383,1.0,1.0,1.0,1.0,1.0,,
train,obfuscation_level,Level 1 - Leet nhẹ,201,1.0,1.0,1.0,1.0,1.0,,
train,obfuscation_level,Level 2 - Leet nặng,545,1.0,1.0,1.0,1.0,1.0,,
train,obfuscation_level,Level 3 - Dot/Dash,99,1.0,1.0,1.0,1.0,1.0,,
train,obfuscation_level,Level 4 - Mixed special characters,548,1.0,1.0,1.0,1.0,1.0,,
train,obfuscation_level,Level 5 - Extreme noise,80,1.0,1.0,1.0,1.0,1.0,,
train,obfuscation_level,NONE,3356,0.9997020262216925,0.49992549545522275,0.0,0.0,0.0,,
val,data_origin,external_curated,50,0.98,0.494949494949495,0.0,0.0,0.0,,
val,data_origin,external_real,50,1.0,1.0,0.0,0.0,0.0,,
val,data_origin,paraphrased,434,0.9976958525345622,0.4994232987312572,0.9988465974625144,0.9976958525345622,1.0,,
val,data_origin,real,385,0.9792207792207792,0.937142857142857,0.8857142857142857,0.8378378378378378,0.9393939393939394,0.9930879155017086,0.952087949757207
val,data_origin,synthetic,201,0.9900497512437811,0.4975,0.0,0.0,0.0,,
val,data_origin,synthetic_hard_positive,66,1.0,1.0,1.0,1.0,1.0,,
val,category,BHXH / Trợ cấp giả,67,1.0,1.0,1.0,1.0,1.0,,
val,category,Crypto / Đầu tư giả,63,1.0,1.0,1.0,1.0,1.0,,
val,category,Cờ bạc / Betting,70,1.0,1.0,1.0,1.0,1.0,,
val,category,Dịch vụ công giả,57,1.0,1.0,1.0,1.0,1.0,,
val,category,Dịch vụ công thật,46,0.9565217391304348,0.4888888888888889,0.0,0.0,0.0,,
val,category,Dịch vụ y tế,21,1.0,1.0,0.0,0.0,0.0,,
val,category,Giả mạo ngân hàng,57,1.0,1.0,1.0,1.0,1.0,,
val,category,Khác,111,0.954954954954955,0.9465575349061146,0.9253731343283582,0.8857142857142857,0.96875,0.9902255639097745,0.9818387431994621
val,category,Ngân hàng thật,50,1.0,1.0,0.0,0.0,0.0,,
val,category,Nội dung nhạy cảm,64,0.953125,0.488,0.976,0.953125,1.0,,
val,category,P2P hard negative,50,0.98,0.494949494949495,0.0,0.0,0.0,,
val,category,P2P hội thoại thông thường,50,1.0,1.0,0.0,0.0,0.0,,
val,category,Quảng cáo hợp lệ,43,0.9767441860465116,0.49411764705882355,0.0,0.0,0.0,,
val,category,Thương mại điện tử,25,1.0,1.0,0.0,0.0,0.0,,
val,category,Tin nhắn cá nhân và OTP,80,1.0,1.0,0.0,0.0,0.0,,
val,category,Tuyển dụng giả,73,1.0,1.0,1.0,1.0,1.0,,
val,category,Viễn thông,179,1.0,1.0,0.0,0.0,0.0,,
val,category,Vận chuyển,29,1.0,1.0,0.0,0.0,0.0,,
val,category,Đòi nợ / Đe dọa,51,1.0,1.0,1.0,1.0,1.0,,
val,sender_type,brandname,517,0.988394584139265,0.9824436294485195,0.9722222222222222,0.9813084112149533,0.963302752293578,0.999316161385913,0.9974985215225383
val,sender_type,personal_number,537,0.9888268156424581,0.986066906524597,0.9922680412371134,0.9871794871794872,0.9974093264248705,0.9992325135182278,0.9997186157824177
val,sender_type,shortcode,132,1.0,1.0,1.0,1.0,1.0,1.0,1.0
val,has_url,0,622,0.9887459807073955,0.9861568152408569,0.9801699716713881,0.9774011299435028,0.9829545454545454,0.9990097124357266,0.9977614481226202
val,has_url,1,564,0.9911347517730497,0.9904104791019857,0.9930458970792768,0.9916666666666667,0.9944289693593314,0.9997549019607843,0.9998623567188751
val,has_phone_number,0,848,0.9917452830188679,0.9916447910142092,0.990728476821192,0.9920424403183024,0.9894179894179894,0.9996677310536304,0.9995905507791978
val,has_phone_number,1,338,0.985207100591716,0.985149776367934,0.9842271293375394,0.975,0.9936305732484076,0.9995084269662922,0.9994725538844469
val,obfuscation_level,Level 0 - Formal,327,0.9908256880733946,0.4976958525345622,0.9953917050691244,0.9908256880733946,1.0,,
val,obfuscation_level,Level 1 - Leet nhẹ,30,0.9666666666666667,0.4915254237288136,0.9830508474576272,0.9666666666666667,1.0,,
val,obfuscation_level,Level 2 - Leet nặng,79,0.9873417721518988,0.4968152866242038,0.9936305732484076,0.9873417721518988,1.0,,
val,obfuscation_level,Level 3 - Dot/Dash,14,1.0,1.0,1.0,1.0,1.0,,
val,obfuscation_level,Level 4 - Mixed special characters,78,0.9743589743589743,0.4935064935064935,0.987012987012987,0.9743589743589743,1.0,,
val,obfuscation_level,Level 5 - Extreme noise,9,1.0,1.0,1.0,1.0,1.0,,
val,obfuscation_level,NONE,649,0.9922958397534669,0.4980665119876257,0.0,0.0,0.0,,
test_real,data_origin,real,385,0.9636363636363636,0.8839962121212122,0.7878787878787878,0.7027027027027027,0.896551724137931,0.9794190742466604,0.8769863999709555
test_real,category,BHXH / Trợ cấp giả,2,1.0,1.0,1.0,1.0,1.0,,
test_real,category,Cờ bạc / Betting,8,0.625,0.38461538461538464,0.7692307692307693,0.625,1.0,,
test_real,category,Dịch vụ công giả,2,1.0,1.0,1.0,1.0,1.0,,
test_real,category,Dịch vụ công thật,26,0.9615384615384616,0.49019607843137253,0.0,0.0,0.0,,
test_real,category,Giả mạo ngân hàng,10,0.8,0.4444444444444444,0.8888888888888888,0.8,1.0,,
test_real,category,Khác,83,0.9397590361445783,0.791352438411262,0.6153846153846154,0.5714285714285714,0.6666666666666666,0.9323308270676692,0.5399167499167499
test_real,category,Ngân hàng thật,19,1.0,1.0,0.0,0.0,0.0,,
test_real,category,Nội dung nhạy cảm,2,0.0,0.0,0.0,0.0,0.0,,
test_real,category,Quảng cáo hợp lệ,20,1.0,1.0,0.0,0.0,0.0,,
test_real,category,Tin nhắn cá nhân và OTP,45,1.0,1.0,0.0,0.0,0.0,,
test_real,category,Tuyển dụng giả,4,1.0,1.0,1.0,1.0,1.0,,
test_real,category,Viễn thông,159,1.0,1.0,0.0,0.0,0.0,,
test_real,category,Vận chuyển,3,1.0,1.0,0.0,0.0,0.0,,
test_real,category,Đòi nợ / Đe dọa,2,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,,
test_real,sender_type,brandname,277,0.9783393501805054,0.8871537208039109,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.983432916892993,0.7749407338693053
test_real,sender_type,personal_number,38,0.8157894736842105,0.8156618156618156,0.8108108108108109,0.6818181818181818,1.0,0.9914772727272727,0.9941460055096416
test_real,sender_type,shortcode,70,0.9857142857142858,0.49640287769784175,0.0,0.0,0.0,0.6956521739130435,0.045454545454545456
test_real,has_url,0,177,0.9717514124293786,0.8259587020648967,0.6666666666666666,0.5555555555555556,0.8333333333333334,0.9457671957671958,0.8129005893233536
test_real,has_url,1,208,0.9567307692307693,0.8994359387590652,0.8235294117647058,0.75,0.9130434782608695,0.9874999999999999,0.9086678686594751
test_real,has_phone_number,0,224,0.9642857142857143,0.9099497487437186,0.84,0.8076923076923077,0.875,0.9918414918414918,0.9059978842900371
test_real,has_phone_number,1,161,0.9627329192546584,0.8026960784313726,0.625,0.45454545454545453,1.0,0.9509090909090909,0.7763815305092336
test_real,obfuscation_level,Level 0 - Formal,22,0.8181818181818182,0.45,0.9,0.8181818181818182,1.0,,
test_real,obfuscation_level,Level 1 - Leet nhẹ,6,0.6666666666666666,0.4,0.8,0.6666666666666666,1.0,,
test_real,obfuscation_level,Level 2 - Leet nặng,8,0.375,0.2727272727272727,0.5454545454545454,0.375,1.0,,
test_real,obfuscation_level,Level 3 - Dot/Dash,1,1.0,1.0,1.0,1.0,1.0,,
test_real,obfuscation_level,NONE,348,0.9913793103448276,0.49783549783549785,0.0,0.0,0.0,,
test_mixed,data_origin,external_curated,50,1.0,1.0,0.0,0.0,0.0,,
test_mixed,data_origin,external_real,50,1.0,1.0,0.0,0.0,0.0,,
test_mixed,data_origin,paraphrased,434,0.9976958525345622,0.4994232987312572,0.9988465974625144,0.9976958525345622,1.0,,
test_mixed,data_origin,real,258,0.9883720930232558,0.9661757636673514,0.9387755102040817,0.92,0.9583333333333334,0.9946781115879828,0.9592323608582223
test_mixed,data_origin,synthetic,201,1.0,1.0,0.0,0.0,0.0,,
test_mixed,data_origin,synthetic_hard_positive,66,0.9696969696969697,0.49230769230769234,0.9846153846153847,0.9696969696969697,1.0,,
test_mixed,category,BHXH / Trợ cấp giả,67,1.0,1.0,1.0,1.0,1.0,,
test_mixed,category,Crypto / Đầu tư giả,63,1.0,1.0,1.0,1.0,1.0,,
test_mixed,category,Cờ bạc / Betting,67,0.9850746268656716,0.49624060150375937,0.9924812030075187,0.9850746268656716,1.0,,
test_mixed,category,Dịch vụ công giả,57,0.9649122807017544,0.49107142857142855,0.9821428571428571,0.9649122807017544,1.0,,
test_mixed,category,Dịch vụ công thật,37,0.972972972972973,0.4931506849315068,0.0,0.0,0.0,,
test_mixed,category,Dịch vụ y tế,21,1.0,1.0,0.0,0.0,0.0,,
test_mixed,category,Giả mạo ngân hàng,53,0.9811320754716981,0.49523809523809526,0.9904761904761905,0.9811320754716981,1.0,,
test_mixed,category,Khác,84,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
test_mixed,category,Ngân hàng thật,44,1.0,1.0,0.0,0.0,0.0,,
test_mixed,category,Nội dung nhạy cảm,63,1.0,1.0,1.0,1.0,1.0,,
test_mixed,category,P2P hard negative,50,1.0,1.0,0.0,0.0,0.0,,
test_mixed,category,P2P hội thoại thông thường,50,1.0,1.0,0.0,0.0,0.0,,
test_mixed,category,Quảng cáo hợp lệ,37,1.0,1.0,0.0,0.0,0.0,,
test_mixed,category,Thương mại điện tử,25,1.0,1.0,0.0,0.0,0.0,,
test_mixed,category,Tin nhắn cá nhân và OTP,65,1.0,1.0,0.0,0.0,0.0,,
test_mixed,category,Tuyển dụng giả,72,1.0,1.0,1.0,1.0,1.0,,
test_mixed,category,Viễn thông,126,1.0,1.0,0.0,0.0,0.0,,
test_mixed,category,Vận chuyển,28,1.0,1.0,0.0,0.0,0.0,,
test_mixed,category,Đòi nợ / Đe dọa,50,0.98,0.494949494949495,0.98989898989899,0.98,1.0,,
test_mixed,sender_type,brandname,443,0.9932279909706546,0.9904146441734163,0.9852216748768473,0.9803921568627451,0.9900990099009901,0.9995974929561268,0.998720582774419
test_mixed,sender_type,personal_number,518,0.9942084942084942,0.9922779922779923,0.9961389961389961,0.9923076923076923,1.0,0.9994791666666667,0.9998336249496299
test_mixed,sender_type,shortcode,98,1.0,1.0,1.0,1.0,1.0,1.0,1.0
test_mixed,has_url,0,568,0.9911971830985915,0.9898187084816612,0.9860724233983287,0.9779005524861878,0.9943820224719101,0.9992861935557554,0.9985991566659065
test_mixed,has_url,1,491,0.9979633401221996,0.997577282707917,0.9985443959243085,0.997093023255814,1.0,0.9997626957759849,0.999902012019859
test_mixed,has_phone_number,0,777,0.9935649935649936,0.9935461364032793,0.9931972789115646,0.989159891598916,0.9972677595628415,0.9994553376906318,0.9994330021952703
test_mixed,has_phone_number,1,282,0.9964539007092199,0.9964159983732191,0.9967845659163987,0.9935897435897436,1.0,0.9998982498982499,0.9999188575137943
test_mixed,obfuscation_level,Level 0 - Formal,308,0.9935064935064936,0.498371335504886,0.996742671009772,0.9935064935064936,1.0,,
test_mixed,obfuscation_level,Level 1 - Leet nhẹ,28,1.0,1.0,1.0,1.0,1.0,,
test_mixed,obfuscation_level,Level 2 - Leet nặng,86,0.9651162790697675,0.4911242603550296,0.9822485207100592,0.9651162790697675,1.0,,
test_mixed,obfuscation_level,Level 3 - Dot/Dash,20,1.0,1.0,1.0,1.0,1.0,,
test_mixed,obfuscation_level,Level 4 - Mixed special characters,76,1.0,1.0,1.0,1.0,1.0,,
test_mixed,obfuscation_level,Level 5 - Extreme noise,7,1.0,1.0,1.0,1.0,1.0,,
test_mixed,obfuscation_level,NONE,534,0.99812734082397,0.49953139643861294,0.0,0.0,0.0,,
test_challenge,data_origin,external_curated,50,1.0,1.0,0.0,0.0,0.0,,
test_challenge,data_origin,external_real,50,0.98,0.494949494949495,0.0,0.0,0.0,,
test_challenge,data_origin,paraphrased,132,1.0,1.0,1.0,1.0,1.0,,
test_challenge,data_origin,real,258,0.9689922480620154,0.9114163090128755,0.84,0.84,0.84,0.990901287553648,0.9152124439926237
test_challenge,data_origin,synthetic,100,1.0,1.0,0.0,0.0,0.0,,
test_challenge,data_origin,synthetic_hard_positive,130,0.9923076923076923,0.4980694980694981,0.9961389961389961,0.9923076923076923,1.0,,
test_challenge,category,BHXH / Trợ cấp giả,32,1.0,1.0,1.0,1.0,1.0,,
test_challenge,category,Crypto / Đầu tư giả,21,1.0,1.0,1.0,1.0,1.0,,
test_challenge,category,Cờ bạc / Betting,24,1.0,1.0,1.0,1.0,1.0,,
test_challenge,category,Dịch vụ công giả,32,1.0,1.0,1.0,1.0,1.0,,
test_challenge,category,Dịch vụ công thật,27,1.0,1.0,0.0,0.0,0.0,,
test_challenge,category,Dịch vụ y tế,10,1.0,1.0,0.0,0.0,0.0,,
test_challenge,category,Giả mạo ngân hàng,33,0.9393939393939394,0.484375,0.96875,0.9393939393939394,1.0,,
test_challenge,category,Khác,112,0.9464285714285714,0.9458064516129032,0.9516129032258065,0.9672131147540983,0.9365079365079365,0.9942140790742526,0.9953540269739214
test_challenge,category,Ngân hàng thật,28,1.0,1.0,0.0,0.0,0.0,,
test_challenge,category,Nội dung nhạy cảm,20,1.0,1.0,1.0,1.0,1.0,,
test_challenge,category,P2P hard negative,50,1.0,1.0,0.0,0.0,0.0,,
test_challenge,category,P2P hội thoại thông thường,50,0.98,0.494949494949495,0.0,0.0,0.0,,
test_challenge,category,Quảng cáo hợp lệ,25,1.0,1.0,0.0,0.0,0.0,,
test_challenge,category,Thương mại điện tử,13,1.0,1.0,0.0,0.0,0.0,,
test_challenge,category,Tin nhắn cá nhân và OTP,48,1.0,1.0,0.0,0.0,0.0,,
test_challenge,category,Tuyển dụng giả,38,1.0,1.0,1.0,1.0,1.0,,
test_challenge,category,Viễn thông,116,1.0,1.0,0.0,0.0,0.0,,
test_challenge,category,Vận chuyển,15,1.0,1.0,0.0,0.0,0.0,,
test_challenge,category,Đòi nợ / Đe dọa,26,0.9615384615384616,0.49019607843137253,0.9803921568627451,0.9615384615384616,1.0,,
test_challenge,sender_type,brandname,366,0.9836065573770492,0.9817048786990137,0.9758064516129032,0.983739837398374,0.968,0.9987955435109906,0.9976191810260979
test_challenge,sender_type,personal_number,277,0.9855595667870036,0.9853995361585495,0.9869281045751634,0.9805194805194806,0.993421052631579,0.9993136944356457,0.9994640021599883
test_challenge,sender_type,shortcode,77,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
test_challenge,has_url,0,456,0.9912280701754386,0.9904777814901436,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.9997076511861009,0.9994888697863594
test_challenge,has_url,1,264,0.9772727272727273,0.97716658017644,0.975609756097561,0.975609756097561,0.975609756097561,0.9980972150147033,0.9978074069025171
test_challenge,has_phone_number,0,489,0.9897750511247444,0.989072381505732,0.9863013698630136,0.9782608695652174,0.994475138121547,0.9996970776906628,0.999509279214199
test_challenge,has_phone_number,1,231,0.9783549783549783,0.9781568545870605,0.9760765550239234,0.9902912621359223,0.9622641509433962,0.9994690533980582,0.9993638148977955
test_challenge,obfuscation_level,Level 0 - Formal,181,0.9834254143646409,0.4958217270194986,0.9916434540389972,0.9834254143646409,1.0,,
test_challenge,obfuscation_level,Level 1 - Leet nhẹ,8,1.0,1.0,1.0,1.0,1.0,,
test_challenge,obfuscation_level,Level 2 - Leet nặng,64,0.96875,0.49206349206349204,0.9841269841269841,0.96875,1.0,,
test_challenge,obfuscation_level,Level 3 - Dot/Dash,6,1.0,1.0,1.0,1.0,1.0,,
test_challenge,obfuscation_level,Level 4 - Mixed special characters,22,1.0,1.0,1.0,1.0,1.0,,
test_challenge,obfuscation_level,Level 5 - Extreme noise,6,1.0,1.0,1.0,1.0,1.0,,
test_challenge,obfuscation_level,NONE,433,0.9884526558891455,0.49709639953542395,0.0,0.0,0.0,,
