sample_id,label,teacher_pred,teacher_confidence,teacher_agree_label,distill_weight,data_origin,category,effective_distill_weight,soft_target_p1,soft_target_p0,beta
ViSmish_00065,1,1,0.99961615,True,1.0,paraphrased,Nội dung nhạy cảm,1.0,0.99807804,0.0019219600000000003,0.09999999999999998
ViSmish_00066,1,1,0.9994783,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.997766215,0.0022337850000000437,0.09999999999999998
ViSmish_00068,0,0,0.999185,True,1.0,real,Khác,1.0,0.002776572999999999,0.997223427,0.09999999999999998
ViSmish_00069,1,1,0.99950445,True,1.0,synthetic_hard_negative,Khác,1.0,0.997821987,0.0021780129999999787,0.09999999999999998
ViSmish_00074,0,0,0.9994784,True,1.0,synthetic,Tin nhắn cá nhân và OTP,1.0,0.0022335381999999994,0.9977664618,0.09999999999999998
ViSmish_00076,0,0,0.99946624,True,1.0,external_curated,P2P hard negative,1.0,0.0022587397999999995,0.9977412602,0.09999999999999998
ViSmish_00077,1,1,0.99958926,True,1.0,synthetic_hard_negative,Tuyển dụng giả,1.0,0.998013055,0.001986944999999962,0.09999999999999998
ViSmish_00079,0,0,0.9994325,True,1.0,real,Tin nhắn cá nhân và OTP,1.0,0.0023273728999999993,0.9976726271,0.09999999999999998
ViSmish_00080,1,1,0.9996227,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.99809419,0.0019058100000000078,0.09999999999999998
ViSmish_00081,1,1,0.99962354,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.998096234,0.0019037659999999734,0.09999999999999998
ViSmish_00082,0,0,0.9994816,True,1.0,synthetic,Vận chuyển,1.0,0.0022268352999999996,0.9977731647,0.09999999999999998
ViSmish_00083,0,0,0.999474,True,1.0,synthetic,Thương mại điện tử,1.0,0.0022427499999999995,0.99775725,0.09999999999999998
ViSmish_00084,0,0,0.9994931,True,1.0,real,Tin nhắn cá nhân và OTP,1.0,0.0022023819999999993,0.997797618,0.09999999999999998
ViSmish_00085,1,1,0.99948126,True,1.0,synthetic_hard_negative,Dịch vụ công giả,1.0,0.99777254,0.002227459999999959,0.09999999999999998
ViSmish_00087,1,1,0.99960977,True,1.0,paraphrased,Crypto / Đầu tư giả,1.0,0.99806234,0.0019376599999999522,0.09999999999999998
ViSmish_00088,1,1,0.9996315,True,1.0,paraphrased,Giả mạo ngân hàng,1.0,0.99811622,0.0018837800000000016,0.09999999999999998
ViSmish_00089,1,1,0.99961925,True,1.0,paraphrased,BHXH / Trợ cấp giả,1.0,0.99808586,0.0019141400000000086,0.09999999999999998
ViSmish_00090,0,0,0.99948645,True,1.0,synthetic,Dịch vụ y tế,1.0,0.0022165141999999994,0.9977834858,0.09999999999999998
ViSmish_00091,1,1,0.9995882,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.998010755,0.001989244999999973,0.09999999999999998
ViSmish_00092,0,0,0.9994797,True,1.0,synthetic,Dịch vụ y tế,1.0,0.0022306723999999997,0.9977693276,0.09999999999999998
ViSmish_00093,0,0,0.9994816,True,1.0,synthetic,Tin nhắn cá nhân và OTP,1.0,0.0022267022999999993,0.9977732977,0.09999999999999998
ViSmish_00094,1,1,0.9994861,True,1.0,paraphrased,Crypto / Đầu tư giả,1.0,0.997782713,0.0022172870000000122,0.09999999999999998
ViSmish_00096,1,1,0.9995789,True,1.0,paraphrased,Đòi nợ / Đe dọa,1.0,0.997988635,0.002011364999999987,0.09999999999999998
ViSmish_00097,0,0,0.9991443,True,1.0,external_curated,P2P hard negative,1.0,0.002843261999999999,0.997156738,0.09999999999999998
ViSmish_00098,1,1,0.9996208,True,1.0,paraphrased,BHXH / Trợ cấp giả,1.0,0.998089695,0.001910305000000001,0.09999999999999998
ViSmish_00099,1,1,0.9995988,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.998035944,0.0019640560000000473,0.09999999999999998
ViSmish_00100,1,1,0.99962676,True,1.0,paraphrased,BHXH / Trợ cấp giả,1.0,0.99810448,0.0018955200000000394,0.09999999999999998
ViSmish_00101,0,0,0.99944764,True,1.0,synthetic,Ngân hàng thật,1.0,0.0022969407999999993,0.9977030592,0.09999999999999998
ViSmish_00102,0,0,0.9989231,True,1.0,external_real,P2P hội thoại thông thường,1.0,0.0031788699999999994,0.99682113,0.09999999999999998
ViSmish_00103,1,1,0.99958855,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.998011553,0.0019884470000000043,0.09999999999999998
ViSmish_00105,1,1,0.99959034,True,1.0,synthetic_hard_negative,Tuyển dụng giả,1.0,0.998015666,0.0019843339999999765,0.09999999999999998
ViSmish_00106,0,0,0.9994628,True,1.0,synthetic,Dịch vụ y tế,1.0,0.0022660124999999993,0.9977339875,0.09999999999999998
ViSmish_00107,0,0,0.99935097,True,1.0,synthetic,Ngân hàng thật,1.0,0.0024851740999999993,0.9975148259,0.09999999999999998
ViSmish_00108,0,0,0.99941814,True,1.0,external_real,P2P hội thoại thông thường,1.0,0.0023559743999999995,0.9976440256,0.09999999999999998
ViSmish_00109,1,1,0.9996138,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.99807233,0.001927670000000048,0.09999999999999998
ViSmish_00111,1,1,0.9995578,True,1.0,paraphrased,Giả mạo ngân hàng,1.0,0.997940034,0.002059966000000024,0.09999999999999998
ViSmish_00112,0,0,0.99947923,True,1.0,real,Tin nhắn cá nhân và OTP,1.0,0.0022318507999999995,0.9977681492,0.09999999999999998
ViSmish_00113,0,0,0.999345,True,1.0,real,Tin nhắn cá nhân và OTP,1.0,0.0024962456999999996,0.9975037543,0.09999999999999998
ViSmish_00114,0,0,0.9994216,True,1.0,external_curated,P2P hard negative,1.0,0.0023491940999999994,0.9976508059,0.09999999999999998
ViSmish_00115,0,0,0.9994742,True,1.0,real,Ngân hàng thật,1.0,0.0022421977999999994,0.9977578022,0.09999999999999998
ViSmish_00117,1,1,0.9995919,True,1.0,paraphrased,Crypto / Đầu tư giả,1.0,0.9980192960000001,0.0019807039999999443,0.09999999999999998
ViSmish_00120,0,0,0.9994166,True,1.0,synthetic,Ngân hàng thật,1.0,0.0023591022999999993,0.9976408977,0.09999999999999998
ViSmish_00121,1,1,0.999629,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.99811014,0.001889860000000021,0.09999999999999998
ViSmish_00122,0,0,0.99892956,True,1.0,synthetic,Dịch vụ công thật,1.0,0.0031697279999999993,0.996830272,0.09999999999999998
ViSmish_00123,1,1,0.9996057,True,1.0,paraphrased,Crypto / Đầu tư giả,1.0,0.998052466,0.0019475340000000285,0.09999999999999998
ViSmish_00125,1,1,0.9995728,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.99797466,0.0020253399999999866,0.09999999999999998
ViSmish_00126,1,1,0.9996289,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.998109645,0.0018903550000000102,0.09999999999999998
ViSmish_00127,0,0,0.99947625,True,1.0,real,Viễn thông,1.0,0.0022379930999999994,0.9977620069,0.09999999999999998
ViSmish_00129,0,0,0.99947864,True,1.0,synthetic,Tin nhắn cá nhân và OTP,1.0,0.0022330542999999996,0.9977669457,0.09999999999999998
ViSmish_00130,0,0,0.9994941,True,1.0,real,Tin nhắn cá nhân và OTP,1.0,0.002200257799999999,0.9977997422,0.09999999999999998
ViSmish_00131,0,0,0.9994758,True,1.0,synthetic,Tin nhắn cá nhân và OTP,1.0,0.0022389415999999993,0.9977610584,0.09999999999999998
ViSmish_00132,1,1,0.9995932,True,1.0,paraphrased,Dịch vụ công giả,1.0,0.99802265,0.001977349999999989,0.09999999999999998
ViSmish_00133,0,0,0.99947006,True,1.0,synthetic,Quảng cáo hợp lệ,1.0,0.0022509572999999997,0.9977490427,0.09999999999999998
ViSmish_00136,0,0,0.9994154,True,1.0,real,Viễn thông,1.0,0.0023614735999999996,0.9976385264,0.09999999999999998
ViSmish_00138,0,0,0.99946445,True,1.0,synthetic,Thương mại điện tử,1.0,0.0022624679999999997,0.997737532,0.09999999999999998
ViSmish_00140,1,1,0.9995888,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.99801195,0.001988050000000019,0.09999999999999998
ViSmish_00142,1,1,0.9994754,True,1.0,synthetic_hard_negative,Giả mạo ngân hàng,1.0,0.997760355,0.002239644999999957,0.09999999999999998
ViSmish_00143,0,0,0.9994247,True,1.0,real,Viễn thông,1.0,0.0023429819999999995,0.997657018,0.09999999999999998
ViSmish_00144,1,1,0.9994772,True,1.0,paraphrased,Dịch vụ công giả,1.0,0.9977639700000001,0.0022360299999999445,0.09999999999999998
ViSmish_00145,0,0,0.9993678,True,1.0,external_real,P2P hội thoại thông thường,1.0,0.0024534793999999994,0.9975465206,0.09999999999999998
ViSmish_00146,0,0,0.99944144,True,1.0,synthetic,Ngân hàng thật,1.0,0.0023094117999999993,0.9976905882,0.09999999999999998
ViSmish_00147,0,0,0.99930334,True,1.0,real,Khác,1.0,0.002572372599999999,0.9974276274,0.09999999999999998
ViSmish_00149,1,1,0.9995989,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.99803612,0.001963880000000029,0.09999999999999998
ViSmish_00151,1,1,0.9478188,True,1.0,real,Khác,1.0,0.98099554,0.01900446,0.09999999999999998
ViSmish_00152,0,0,0.9993649,True,1.0,real,Viễn thông,1.0,0.0024588303999999992,0.9975411696,0.09999999999999998
ViSmish_00154,1,1,0.9995303,True,1.0,real,Nội dung nhạy cảm,1.0,0.99787813,0.00212186999999997,0.09999999999999998
ViSmish_00155,0,0,0.999481,True,1.0,real,Viễn thông,1.0,0.0022279051999999997,0.9977720948,0.09999999999999998
ViSmish_00156,0,0,0.9994338,True,1.0,real,Viễn thông,1.0,0.0023247284999999996,0.9976752715,0.09999999999999998
ViSmish_00157,0,0,0.99949527,True,1.0,real,Tin nhắn cá nhân và OTP,1.0,0.0021978234999999995,0.9978021765,0.09999999999999998
ViSmish_00159,0,0,0.99935776,True,1.0,synthetic,Ngân hàng thật,1.0,0.0024724972999999994,0.9975275027,0.09999999999999998
ViSmish_00160,1,1,0.9989813,True,1.0,paraphrased,BHXH / Trợ cấp giả,1.0,0.996905565,0.003094434999999951,0.09999999999999998
ViSmish_00161,0,0,0.9994721,True,1.0,real,Khác,1.0,0.0022465889999999994,0.997753411,0.09999999999999998
ViSmish_00164,1,1,0.99962974,True,1.0,paraphrased,Dịch vụ công giả,1.0,0.998111755,0.001888244999999955,0.09999999999999998
ViSmish_00166,1,1,0.9996026,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.99804521,0.001954789999999984,0.09999999999999998
ViSmish_00167,0,0,0.9993962,True,1.0,external_curated,P2P hard negative,1.0,0.0023989658999999993,0.9976010341,0.09999999999999998
ViSmish_00168,0,0,0.9994407,True,1.0,synthetic,Tin nhắn cá nhân và OTP,1.0,0.0023107879,0.9976892121000001,0.09999999999999998
ViSmish_00169,1,1,0.99955314,True,1.0,synthetic_hard_negative,Khác,1.0,0.9979294,0.0020706000000000335,0.09999999999999998
ViSmish_00170,1,1,0.9996325,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.99811856,0.001881440000000012,0.09999999999999998
ViSmish_00171,1,1,0.9996153,True,1.0,paraphrased,Nội dung nhạy cảm,1.0,0.998076105,0.0019238950000000088,0.09999999999999998
ViSmish_00172,1,1,0.9995245,True,1.0,synthetic_hard_negative,Tuyển dụng giả,1.0,0.99786549,0.0021345099999999784,0.09999999999999998
ViSmish_00173,0,0,0.999416,True,1.0,synthetic,Ngân hàng thật,1.0,0.0023603017999999994,0.9976396982,0.09999999999999998
ViSmish_00175,0,0,0.9979721,True,1.0,real,Dịch vụ công thật,1.0,0.004313362999999999,0.995686637,0.09999999999999998
ViSmish_00176,0,0,0.99948835,True,1.0,synthetic,Ngân hàng thật,1.0,0.0022123222999999997,0.9977876777,0.09999999999999998
ViSmish_00178,1,1,0.9995764,True,1.0,paraphrased,Dịch vụ công giả,1.0,0.99798282,0.002017179999999952,0.09999999999999998
ViSmish_00181,1,1,0.99960274,True,1.0,paraphrased,Dịch vụ công giả,1.0,0.99804545,0.0019545499999999993,0.09999999999999998
ViSmish_00183,0,0,0.9994722,True,1.0,real,Tin nhắn cá nhân và OTP,1.0,0.0022463389999999995,0.997753661,0.09999999999999998
ViSmish_00184,1,1,0.99958235,True,1.0,paraphrased,Giả mạo ngân hàng,1.0,0.99799682,0.0020031799999999933,0.09999999999999998
ViSmish_00186,1,1,0.99961686,True,1.0,paraphrased,Đòi nợ / Đe dọa,1.0,0.9980798399999999,0.0019201600000000596,0.09999999999999998
ViSmish_00187,1,1,0.9994142,True,1.0,paraphrased,Đòi nợ / Đe dọa,1.0,0.99763625,0.002363749999999998,0.09999999999999998
ViSmish_00188,0,0,0.9994709,True,1.0,real,Viễn thông,1.0,0.0022490426999999995,0.9977509573,0.09999999999999998
ViSmish_00189,1,1,0.9996151,True,1.0,paraphrased,Crypto / Đầu tư giả,1.0,0.998075384,0.0019246160000000456,0.09999999999999998
ViSmish_00191,1,1,0.9996107,True,1.0,paraphrased,Nội dung nhạy cảm,1.0,0.998064697,0.0019353029999999993,0.09999999999999998
ViSmish_00192,0,0,0.99933904,True,1.0,real,Tin nhắn cá nhân và OTP,1.0,0.0025072171999999996,0.9974927828,0.09999999999999998
ViSmish_00193,0,0,0.9993357,True,1.0,synthetic,Ngân hàng thật,1.0,0.0025134896999999996,0.9974865103,0.09999999999999998
ViSmish_00194,1,1,0.99963117,True,1.0,paraphrased,BHXH / Trợ cấp giả,1.0,0.99811551,0.0018844900000000164,0.09999999999999998
ViSmish_00198,1,1,0.99962485,True,1.0,paraphrased,Crypto / Đầu tư giả,1.0,0.9980995,0.0019004999999999717,0.09999999999999998
ViSmish_00199,0,0,0.99707913,True,1.0,external_curated,P2P hard negative,1.0,0.005134531999999999,0.994865468,0.09999999999999998
ViSmish_00200,1,1,0.9996117,True,1.0,paraphrased,Đòi nợ / Đe dọa,1.0,0.998067117,0.0019328830000000519,0.09999999999999998
ViSmish_00201,1,1,0.9996233,True,1.0,paraphrased,Giả mạo ngân hàng,1.0,0.99809579,0.0019042099999999618,0.09999999999999998
ViSmish_00202,1,1,0.99961793,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.998082423,0.0019175769999999481,0.09999999999999998
ViSmish_00206,1,1,0.9995933,True,1.0,paraphrased,Đòi nợ / Đe dọa,1.0,0.998022777,0.001977223000000028,0.09999999999999998
ViSmish_00208,1,1,0.9996234,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.9980960130000001,0.0019039869999999404,0.09999999999999998
ViSmish_00209,0,0,0.99948704,True,1.0,real,Viễn thông,1.0,0.0022153109999999993,0.997784689,0.09999999999999998
ViSmish_00211,1,1,0.9996263,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.99810317,0.0018968299999999605,0.09999999999999998
ViSmish_00212,0,0,0.9994549,True,1.0,synthetic,Quảng cáo hợp lệ,1.0,0.0022820123999999996,0.9977179876,0.09999999999999998
ViSmish_00214,1,1,0.9996137,True,1.0,paraphrased,BHXH / Trợ cấp giả,1.0,0.998071873,0.0019281270000000017,0.09999999999999998
ViSmish_00215,1,1,0.9996166,True,1.0,paraphrased,Dịch vụ công giả,1.0,0.99807943,0.0019205700000000103,0.09999999999999998
ViSmish_00216,0,0,0.9994947,True,1.0,synthetic,Vận chuyển,1.0,0.0021989223999999996,0.9978010776,0.09999999999999998
ViSmish_00218,1,1,0.99957496,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.99797952,0.002020479999999991,0.09999999999999998
ViSmish_00219,1,1,0.9996302,True,1.0,paraphrased,BHXH / Trợ cấp giả,1.0,0.998113054,0.001886945999999945,0.09999999999999998
ViSmish_00220,0,0,0.9994487,True,1.0,external_curated,P2P hard negative,1.0,0.0022947331999999994,0.9977052668,0.09999999999999998
ViSmish_00221,1,1,0.999608,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.998057956,0.0019420439999999761,0.09999999999999998
ViSmish_00225,1,1,0.9995234,True,1.0,synthetic_hard_negative,Khác,1.0,0.99786299,0.0021370099999999947,0.09999999999999998
ViSmish_00226,1,1,0.9995565,True,1.0,synthetic_hard_negative,BHXH / Trợ cấp giả,1.0,0.997936994,0.0020630059999999784,0.09999999999999998
ViSmish_00227,0,0,0.9993986,True,1.0,synthetic,Viễn thông,1.0,0.0023943025999999994,0.9976056974,0.09999999999999998
ViSmish_00230,1,1,0.99940217,True,1.0,synthetic_hard_negative,Khác,1.0,0.99761252,0.0023874799999999974,0.09999999999999998
ViSmish_00231,1,1,0.9995223,True,1.0,paraphrased,Crypto / Đầu tư giả,1.0,0.997860605,0.002139395000000044,0.09999999999999998
ViSmish_00232,1,1,0.9995857,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.99800481,0.0019951900000000355,0.09999999999999998
ViSmish_00233,0,0,0.99948645,True,1.0,synthetic,Viễn thông,1.0,0.0022164530999999998,0.9977835469,0.09999999999999998
ViSmish_00234,1,1,0.9945904,True,1.0,paraphrased,Crypto / Đầu tư giả,1.0,0.99313159,0.006868410000000047,0.09999999999999998
ViSmish_00235,0,0,0.999388,True,1.0,external_curated,P2P hard negative,1.0,0.002414804099999999,0.9975851959,0.09999999999999998
ViSmish_00238,1,1,0.9995834,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.997999346,0.002000654000000046,0.09999999999999998
ViSmish_00241,1,1,0.9995086,True,1.0,synthetic_hard_negative,Tuyển dụng giả,1.0,0.997830814,0.002169186000000045,0.09999999999999998
ViSmish_00242,1,1,0.99962306,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.99809506,0.001904939999999966,0.09999999999999998
ViSmish_00243,1,1,0.9996264,True,1.0,paraphrased,Giả mạo ngân hàng,1.0,0.998103446,0.0018965539999999947,0.09999999999999998
ViSmish_00245,0,0,0.9994822,True,1.0,external_real,P2P hội thoại thông thường,1.0,0.0022253905999999996,0.9977746094,0.09999999999999998
ViSmish_00247,1,1,0.999616,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.998077947,0.0019220530000000347,0.09999999999999998
ViSmish_00250,1,1,0.9995888,True,1.0,paraphrased,Dịch vụ công giả,1.0,0.998012024,0.0019879760000000024,0.09999999999999998
ViSmish_00251,1,1,0.9996158,True,1.0,paraphrased,BHXH / Trợ cấp giả,1.0,0.99807735,0.0019226500000000257,0.09999999999999998
ViSmish_00253,1,1,0.9996239,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.998097163,0.001902837000000046,0.09999999999999998
ViSmish_00256,0,0,0.99936146,True,1.0,real,Viễn thông,1.0,0.0024655403999999993,0.9975344596,0.09999999999999998
ViSmish_00258,1,1,0.9996125,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.99806903,0.0019309699999999763,0.09999999999999998
ViSmish_00260,1,1,0.9996239,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.99809729,0.0019027099999999741,0.09999999999999998
ViSmish_00262,0,0,0.99904364,True,1.0,real,Dịch vụ công thật,1.0,0.0030010954999999994,0.9969989045,0.09999999999999998
ViSmish_00263,1,1,0.9995689,True,1.0,paraphrased,Crypto / Đầu tư giả,1.0,0.99796546,0.002034540000000029,0.09999999999999998
ViSmish_00264,0,0,0.9994578,True,1.0,real,Viễn thông,1.0,0.0022762044999999997,0.9977237955,0.09999999999999998
ViSmish_00265,1,1,0.99961203,True,1.0,paraphrased,Tuyển dụng giả,1.0,0.998067904,0.0019320959999999943,0.09999999999999998
ViSmish_00266,0,0,0.9994791,True,1.0,synthetic,Tin nhắn cá nhân và OTP,1.0,0.0022321109999999997,0.997767889,0.09999999999999998
ViSmish_00267,1,1,0.99961555,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.998076814,0.0019231859999999656,0.09999999999999998
ViSmish_00268,0,0,0.99949026,True,1.0,synthetic,Vận chuyển,1.0,0.0022085073999999994,0.9977914926,0.09999999999999998
ViSmish_00269,0,0,0.99944776,True,1.0,real,Tin nhắn cá nhân và OTP,1.0,0.0022967351999999995,0.9977032648,0.09999999999999998
ViSmish_00270,1,1,0.999542,True,1.0,paraphrased,Nội dung nhạy cảm,1.0,0.997904086,0.0020959139999999765,0.09999999999999998
ViSmish_00271,0,0,0.9994636,True,1.0,synthetic,Dịch vụ công thật,1.0,0.0022641695999999992,0.9977358304,0.09999999999999998
ViSmish_00272,1,1,0.9995975,True,1.0,paraphrased,Cờ bạc / Betting,1.0,0.998032653,0.001967347000000008,0.09999999999999998
ViSmish_00273,1,1,0.9996112,True,1.0,paraphrased,Dịch vụ công giả,1.0,0.998065925,0.0019340749999999796,0.09999999999999998
ViSmish_00274,0,0,0.9994235,True,1.0,synthetic,Tin nhắn cá nhân và OTP,1.0,0.0023454496999999997,0.9976545503,0.09999999999999998
ViSmish_00275,0,0,0.99942386,True,1.0,external_curated,P2P hard negative,1.0,0.0023447015999999996,0.9976552984,0.09999999999999998
ViSmish_00276,1,1,0.999613,True,1.0,paraphrased,Dịch vụ công giả,1.0,0.9980702340000001,0.001929765999999944,0.09999999999999998
ViSmish_00281,1,1,0.9996118,True,1.0,paraphrased,Nội dung nhạy cảm,1.0,0.998067427,0.0019325730000000485,0.09999999999999998
