model_group,model_name,run_name,split,rows,accuracy,macro_f1,weighted_f1,precision_label_1,recall_label_1,f1_label_1,precision_label_0,recall_label_0,f1_label_0,roc_auc,pr_auc,tn,fp,fn,tp,architecture,mode,teacher,seed,alpha,fn_distill_weight,study_mode,study_seed
char_neural,TEXTCNN vanilla KD fr PhoBERT-base,char_textcnn_vanilla_kd_seed_2025,train,9492,0.9985250737463128,0.9985135987460216,0.998525211336244,0.9996122528111672,0.9976780185758514,0.9986441991090452,0.9972311952007384,0.9995374653098984,0.9983829983829984,0.9999933322688832,0.9999944370828336,4322,2,12,5156,textcnn,vanilla_kd,PhoBERT-base,2025,0.8,,vanilla_kd,2025
char_neural,TEXTCNN vanilla KD fr PhoBERT-base,char_textcnn_vanilla_kd_seed_2025,dev,535,0.9794392523364486,0.9191409845976284,0.9793087366054122,0.8611111111111112,0.8378378378378378,0.8493150684931506,0.9879759519038076,0.9899598393574296,0.9889669007021064,0.9778031043091284,0.853805024174623,493,5,6,31,textcnn,vanilla_kd,PhoBERT-base,2025,0.8,,vanilla_kd,2025
char_neural,TEXTCNN vanilla KD fr PhoBERT-base,char_textcnn_vanilla_kd_seed_2025,test,535,0.9682242990654204,0.8810504701743372,0.968795306678244,0.75,0.8108108108108109,0.7792207792207793,0.985858585858586,0.9799196787148594,0.9828801611278952,0.9868121133181376,0.8821538294520386,488,10,7,30,textcnn,vanilla_kd,PhoBERT-base,2025,0.8,,vanilla_kd,2025
char_neural,TextCNN distilled fr PhoBERT-base,char_textcnn_risk_aware_kd_seed_42,train,9492,0.9995785924989464,0.999575250226258,0.9995786004378364,0.999806426635695,0.9994195046439628,0.9996129281981808,0.9993065187239945,0.9997687326549493,0.9995375722543351,0.9999983442546893,0.9999986180323474,4323,1,3,5165,textcnn,risk_aware_kd,PhoBERT-base,42,0.8,0.0,risk_aware_kd,42
char_neural,TextCNN distilled fr PhoBERT-base,char_textcnn_risk_aware_kd_seed_42,dev,535,0.977570093457944,0.9128948225333768,0.977570093457944,0.8378378378378378,0.8378378378378378,0.8378378378378378,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9804623901009444,0.8818065297843553,492,6,6,31,textcnn,risk_aware_kd,PhoBERT-base,42,0.8,0.0,risk_aware_kd,42
char_neural,TextCNN distilled fr PhoBERT-base,char_textcnn_risk_aware_kd_seed_42,test,535,0.977570093457944,0.918939393939394,0.9783432455395074,0.7906976744186046,0.918918918918919,0.85,0.9939024390243902,0.9819277108433736,0.987878787878788,0.9855638771301424,0.8775951997972993,489,9,3,34,textcnn,risk_aware_kd,PhoBERT-base,42,0.8,0.0,risk_aware_kd,42
char_neural,TextCNN distilled fr PhoBERT-base,char_textcnn_risk_aware_kd_seed_123,train,9492,0.9995785924989464,0.999575250226258,0.9995786004378364,0.999806426635695,0.9994195046439628,0.9996129281981808,0.9993065187239945,0.9997687326549493,0.9995375722543351,0.9999995525012674,0.9999996258584916,4323,1,3,5165,textcnn,risk_aware_kd,PhoBERT-base,123,0.8,0.0,risk_aware_kd,123
char_neural,TextCNN distilled fr PhoBERT-base,char_textcnn_risk_aware_kd_seed_123,dev,535,0.983177570093458,0.9370267195040608,0.9834798682414234,0.85,0.918918918918919,0.8831168831168831,0.993939393939394,0.9879518072289156,0.9909365558912386,0.9872462824270052,0.905139652770365,492,6,3,34,textcnn,risk_aware_kd,PhoBERT-base,123,0.8,0.0,risk_aware_kd,123
char_neural,TextCNN distilled fr PhoBERT-base,char_textcnn_risk_aware_kd_seed_123,test,535,0.9757009345794392,0.9151011340193602,0.9769075677764322,0.7608695652173914,0.945945945945946,0.8433734939759037,0.9959100204498976,0.9779116465863452,0.9868287740628168,0.9827417779225008,0.9086334472280752,487,11,2,35,textcnn,risk_aware_kd,PhoBERT-base,123,0.8,0.0,risk_aware_kd,123
char_neural,TextCNN distilled fr PhoBERT-base,char_textcnn_risk_aware_kd_seed_2025,train,9492,0.9984197218710492,0.9984073379237304,0.9984198254405012,0.9992249564037976,0.9978715170278638,0.9985477781004938,0.997460170861233,0.9990749306197964,0.9982668977469672,0.9999816078020868,0.9999849815308016,4320,4,11,5157,textcnn,risk_aware_kd,PhoBERT-base,2025,0.8,0.0,risk_aware_kd,2025
char_neural,TextCNN distilled fr PhoBERT-base,char_textcnn_risk_aware_kd_seed_2025,dev,535,0.977570093457944,0.9106546426185704,0.9772810418344476,0.8571428571428571,0.8108108108108109,0.8333333333333334,0.986,0.9899598393574296,0.9879759519038076,0.9824704222294584,0.881880710156897,493,5,7,30,textcnn,risk_aware_kd,PhoBERT-base,2025,0.8,0.0,risk_aware_kd,2025
char_neural,TextCNN distilled fr PhoBERT-base,char_textcnn_risk_aware_kd_seed_2025,test,535,0.9700934579439252,0.8866885523668326,0.9704568780117993,0.7692307692307693,0.8108108108108109,0.7894736842105263,0.9858870967741936,0.9819277108433736,0.9839034205231388,0.9867035710409204,0.8512006067497315,489,9,7,30,textcnn,risk_aware_kd,PhoBERT-base,2025,0.8,0.0,risk_aware_kd,2025
