split,category,rows,accuracy,macro_f1,f1_label_1,recall_label_1,precision_label_1,agree_rate,mean_confidence
val,Đòi nợ / Đe dọa,51,0.9607843137254902,0.49,0.98,0.9607843137254902,1.0,0.9607843137254902,0.9970226294117648
val,Nội dung nhạy cảm,64,0.96875,0.49206349206349204,0.9841269841269841,0.96875,1.0,0.96875,0.9981065753125
val,Cờ bạc / Betting,70,0.9714285714285714,0.4927536231884058,0.9855072463768116,0.9714285714285714,1.0,0.9714285714285714,0.9979196117142857
val,Dịch vụ công thật,46,0.9782608695652174,0.4945054945054945,0.0,0.0,0.0,0.9782608695652174,0.9993065463043479
val,Giả mạo ngân hàng,57,0.9824561403508771,0.49557522123893805,0.9911504424778761,0.9824561403508771,1.0,0.9824561403508771,0.9995732407017544
val,Viễn thông,179,0.994413407821229,0.49859943977591037,0.0,0.0,0.0,0.994413407821229,0.999334003519553
val,Tin nhắn cá nhân và OTP,80,1.0,1.0,0.0,0.0,0.0,1.0,0.9995308940000001
val,Tuyển dụng giả,73,1.0,1.0,1.0,1.0,1.0,1.0,0.9935258321917807
val,BHXH / Trợ cấp giả,67,1.0,1.0,1.0,1.0,1.0,1.0,0.9996525835820895
val,Crypto / Đầu tư giả,63,1.0,1.0,1.0,1.0,1.0,1.0,0.9996087633333334
val,Dịch vụ công giả,57,1.0,1.0,1.0,1.0,1.0,1.0,0.9996303921052632
val,Ngân hàng thật,50,1.0,1.0,0.0,0.0,0.0,1.0,0.9992681664000002
val,P2P hard negative,50,1.0,1.0,0.0,0.0,0.0,1.0,0.9990393631999999
val,P2P hội thoại thông thường,50,1.0,1.0,0.0,0.0,0.0,1.0,0.9994098562000002
val,Quảng cáo hợp lệ,43,1.0,1.0,0.0,0.0,0.0,1.0,0.9994811195348835
val,Vận chuyển,29,1.0,1.0,0.0,0.0,0.0,1.0,0.9995531989655173
val,Thương mại điện tử,25,1.0,1.0,0.0,0.0,0.0,1.0,0.9995411448
val,Dịch vụ y tế,21,1.0,1.0,0.0,0.0,0.0,1.0,0.9995327004761906
test_real,Đòi nợ / Đe dọa,2,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,0.5,0.99237016
test_real,Giả mạo ngân hàng,10,0.9,0.47368421052631576,0.9473684210526315,0.9,1.0,0.9,0.999253943
test_real,Khác,83,0.9036144578313253,0.7507507507507507,0.5555555555555556,0.7142857142857143,0.45454545454545453,0.9036144578313253,0.9891122133734939
test_real,Tin nhắn cá nhân và OTP,45,0.9555555555555556,0.48863636363636365,0.0,0.0,0.0,0.9555555555555556,0.9981813633333334
test_real,Dịch vụ công thật,26,0.9615384615384616,0.49019607843137253,0.0,0.0,0.0,0.9615384615384616,0.9811956546153845
test_real,Viễn thông,159,1.0,1.0,0.0,0.0,0.0,1.0,0.9960515457861635
test_real,Quảng cáo hợp lệ,20,1.0,1.0,0.0,0.0,0.0,1.0,0.9994736449999999
test_real,Ngân hàng thật,19,1.0,1.0,0.0,0.0,0.0,1.0,0.9993807863157897
test_real,Cờ bạc / Betting,8,1.0,1.0,1.0,1.0,1.0,1.0,0.9995977362499999
test_real,Tuyển dụng giả,4,1.0,1.0,1.0,1.0,1.0,1.0,0.9995314725
test_real,Vận chuyển,3,1.0,1.0,0.0,0.0,0.0,1.0,0.9974099
test_real,BHXH / Trợ cấp giả,2,1.0,1.0,1.0,1.0,1.0,1.0,0.99964422
test_real,Dịch vụ công giả,2,1.0,1.0,1.0,1.0,1.0,1.0,0.999618815
test_real,Nội dung nhạy cảm,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9996244000000001
test_mixed,Dịch vụ y tế,21,0.9047619047619048,0.475,0.0,0.0,0.0,0.9047619047619048,0.9884505623809525
test_mixed,Viễn thông,20,0.95,0.48717948717948717,0.0,0.0,0.0,0.95,0.9949087499999999
test_mixed,Cờ bạc / Betting,62,0.9838709677419355,0.4959349593495935,0.991869918699187,0.9838709677419355,1.0,0.9838709677419355,0.9971268683870969
test_mixed,Crypto / Đầu tư giả,62,1.0,1.0,1.0,1.0,1.0,1.0,0.9996338412903226
test_mixed,Nội dung nhạy cảm,62,1.0,1.0,1.0,1.0,1.0,1.0,0.9996065059677418
test_mixed,Tuyển dụng giả,60,1.0,1.0,1.0,1.0,1.0,1.0,0.9996604196666665
test_mixed,BHXH / Trợ cấp giả,59,1.0,1.0,1.0,1.0,1.0,1.0,0.9996573766101694
test_mixed,Dịch vụ công giả,47,1.0,1.0,1.0,1.0,1.0,1.0,0.9996512999999998
test_mixed,Đòi nợ / Đe dọa,43,1.0,1.0,1.0,1.0,1.0,1.0,0.9996228272093023
test_mixed,Giả mạo ngân hàng,39,1.0,1.0,1.0,1.0,1.0,1.0,0.9996402158974357
test_mixed,Tin nhắn cá nhân và OTP,35,1.0,1.0,0.0,0.0,0.0,1.0,0.9995477974285714
test_mixed,Ngân hàng thật,31,1.0,1.0,0.0,0.0,0.0,1.0,0.9995005932258065
test_mixed,Vận chuyển,26,1.0,1.0,0.0,0.0,0.0,1.0,0.9995574519230771
test_mixed,Thương mại điện tử,25,1.0,1.0,0.0,0.0,0.0,1.0,0.9995346392000001
test_mixed,Quảng cáo hợp lệ,23,1.0,1.0,0.0,0.0,0.0,1.0,0.9995297443478259
test_mixed,Dịch vụ công thật,20,1.0,1.0,0.0,0.0,0.0,1.0,0.9761868039999999
test_challenge,P2P hard negative,100,1.0,1.0,0.0,0.0,0.0,1.0,0.9957898383000001
test_challenge,P2P hội thoại thông thường,100,1.0,1.0,0.0,0.0,0.0,1.0,0.9974391585999999
test_challenge,Khác,56,1.0,1.0,1.0,1.0,1.0,1.0,0.9996077832142857
test_challenge,Tuyển dụng giả,17,1.0,1.0,1.0,1.0,1.0,1.0,0.9870941600000002
test_challenge,Dịch vụ công giả,16,1.0,1.0,1.0,1.0,1.0,1.0,0.99940980375
test_challenge,Giả mạo ngân hàng,15,1.0,1.0,1.0,1.0,1.0,1.0,0.9996176659999999
test_challenge,BHXH / Trợ cấp giả,12,1.0,1.0,1.0,1.0,1.0,1.0,0.9996184399999999
test_challenge,Đòi nợ / Đe dọa,12,1.0,1.0,1.0,1.0,1.0,1.0,0.9995718275000001
test_challenge,Crypto / Đầu tư giả,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9996344500000001
