row_index,level,category,boundary_flag,leet_token_count,leet_token_ratio,sensitive_token_count,leet_sensitive_token_count,sensitive_leet_coverage,nonsensitive_leet_token_count,nonsensitive_leet_ratio,separator_token_count,mid_upper_count,symbol_ratio,content
3647,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Dịch vụ công giả,,2,0.16666666666666666,0,0,0.0,2,0.16666666666666666,0,0,0.11363636363636363,Bo Y TE: HO so so sực kh03 chwa chw4n hoa. Bam vao: byt-gov.top
1362,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Dịch vụ công giả,,3,0.14285714285714285,1,1,1.0,2,0.09523809523809523,0,0,0.07692307692307693,[CANH SAT GIAO THONG] Ho so vi ph4m g1ao thong cua ban dang duoc xu ly. Truy cap phatnguoi.xyz de n0p phat.
4426,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,,6,0.2857142857142857,4,2,0.5,4,0.19047619047619047,0,0,0.08139534883720931,[VIETCOMBANK] Canh bao: Tai kh04n cua ban se bi t4m kho4 vao 12h. Vui l0ng vao vietcombank.vn-ks.top de xac thuc danh t1nh.
3115,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,,6,0.2727272727272727,8,4,0.5,2,0.09090909090909091,0,0,0.08641975308641975,[MB BANK] Canh b40: Tai kh04n cua ban da bi dang nh4p tai h4 n0i. Vao ngay https://mbbank.cc de t4m khoa tai khoan.
4119,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Tuyển dụng giả,,5,0.3333333333333333,4,2,0.5,3,0.2,4,0,0.13829787234042554,3B4y can tuyen nh4n vien x-u-l-y don hang. Thu nh4p 500k-3000k/ngay. Tuoi 22-60. Zalo: zalo.me/84766778899 Zalo: 84766778899
577,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Tuyển dụng giả,,4,0.26666666666666666,3,2,0.6666666666666666,2,0.13333333333333333,5,1,0.15625,eBay can tuyen nh4n vien x-u-l-y d-o-n hang TMDT. Thu nh4p 1tr-3tr/ngay. Tuoi 23-60. Zalo: zalo.me/84390123456 SĐT: 84390123456
3985,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Tuyển dụng giả,,5,0.2631578947368421,5,2,0.4,3,0.15789473684210525,1,0,0.08163265306122448,"Tiki tuyen nh4n vien d4t hang n4ng c40 thu hang cua hang. Thu nh4p 800.000d/ng4y, nhan tien ngay. Tuoi 23-60. Zalo: 84905000005"
3775,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Tuyển dụng giả,,4,0.23529411764705882,1,1,1.0,3,0.17647058823529413,1,0,0.10666666666666667,Shopee tuyen nv xu ly don hang v4 danh gia san ph4m. Thu nh4p 500k-1.5tr/ng4y. Tuoi 22-60. z4ng ky: zalo.me/84944556677
2379,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Tuyển dụng giả,,4,0.2222222222222222,6,2,0.3333333333333333,2,0.1111111111111111,3,0,0.11818181818181818,T1kt0k dang tuyen nh4n vien x-u-l-y don hang. Thu nh4p 800.000d/ng4y. Nhan tien s4u 15 phut. Tuoi 22-65. Lien he Zalo: zalo.me/84912345678 Zalo: 84912345678
776,LEVEL 2 – Leet nặng + tên riêng,BHXH / Trợ cấp,,7,0.3181818181818182,4,2,0.5,5,0.22727272727272727,1,0,0.1111111111111111,BHXH_VN: Ong (Ba) da du z!3u k!3n nh4n t13n th30 wuy3t dinh. Bam vao www.rdxcy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! gH1j
70,LEVEL 2 – Leet nặng + tên riêng,BHXH / Trợ cấp,,6,0.2608695652173913,5,2,0.4,4,0.17391304347826086,0,0,0.07954545454545454,Quyet dinh BHXH: Ban da du d!eu k1en nh4n t1en h0 tro. Nhan tai mo.edcrf.com. QUA HAN SE KHONG DUOC CHAP NHAN! lI3u
365,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,,13,0.7222222222222222,0,0,0.0,13,0.7222222222222222,1,0,0.08860759493670886,"Ch40 ban, m1nh la L4n. G140 v13n h0 tr0 kiem 500k/ngay tu v13c l4m n h13m v u. Th3m T3l3gr4m: t.me/lan_kiem_tien_nhanh"
4836,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,,14,0.6086956521739131,3,3,1.0,11,0.4782608695652174,0,0,0.056818181818181816,"Ch4o ban, m1nh la Phuong. M1nh dang tuy3n c0ng t4c v13n cho s4n XYZ. D4u tu thong m1nh lai c4o. Nh4n t1n m1nh."
4453,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,,12,0.5714285714285714,3,2,0.6666666666666666,10,0.47619047619047616,1,0,0.07058823529411765,"Ch4o ban, m1nh la Tu3. C0ng v13c th4 t1m v1d30 T1kT0k kiem 150k moi ngay. Khong can v0n, nhan t13n n-gay."
2787,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,,5,0.38461538461538464,0,0,0.0,5,0.38461538461538464,2,0,0.10344827586206896,G140 v13n tai ch1nh se h-d ban kiem 5OOk-2tr/ngay. Vao ngay nh0m t.me/kiem_tien_ben_vung.
2809,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,,4,0.2222222222222222,5,3,0.6,1,0.05555555555555555,2,0,0.09722222222222222,N4p^t13n^vao^STK: 0351000123456 - NH VCB - CTY CP TM DV HOANG PHAT de d4u tu s4n XYZ nhe.
1109,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,,10,0.625,5,3,0.6,7,0.4375,0,0,0.1,"789B3t n4p 100k nh4n 300k. 1 v0ng cu0c rut MAXX 20tr. No Hu, Ban C4. Click: t.ly/uI82m xR51p"
2250,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,,5,0.35714285714285715,3,1,0.3333333333333333,4,0.2857142857142857,1,0,0.1076923076923077,"Kim Long Casino uy t1n, rut t1en MAXX khong l1m1t. CSKH 24/7 h0 tr0. Link: ghj99.com"
1922,LEVEL 2 – Leet nặng + tên riêng,Dịch vụ công giả,,10,0.5,0,0,0.0,10,0.5,0,0,0.06944444444444445,Bộ GTVT: Ban co l01 v1 ph4m j140 thong m31 nzh4t. V71 l0ng truy cap phatnguoi-gtvt.xyz de kiem tra h0 s0.
515,LEVEL 2 – Leet nặng + tên riêng,Dịch vụ công giả,,20,0.47619047619047616,2,2,1.0,18,0.42857142857142855,1,0,0.048484848484848485,CANH BAO LAN CUOI!!! 0/B phai ch1u tr4ch nh13m h1nh su v3 h4nh v1 l4m dung t1n nh13m. Ph0ng AN NINH DIEU TRA se cu t0 c0ng t4c v3 tai d14 phu0ng d13u tra n3u khong lien he truoc 17g hom nay. LH: 842839123456.
1939,LEVEL 2 – Leet nặng + tên riêng,Dịch vụ công giả,,6,0.3157894736842105,6,3,0.5,3,0.15789473684210525,0,0,0.07317073170731707,Tổng cục Thuế: Ban da du d13u k13n HOAN THUE 2024. Bam vao hoanthue.gov.top de d3ng ky nh4n t13n nzh4y.
2947,LEVEL 2 – Leet nặng + tên riêng,Giả mạo ngân hàng,,6,0.4,2,1,0.5,5,0.3333333333333333,0,0,0.07936507936507936,SHB DIGIBANK: Q0y khach co d13m thu0ng se h3t han. Vao shbdigibank.vn-gh.top de d01 truoc 23h.
1403,LEVEL 2 – Leet nặng + tên riêng,Giả mạo ngân hàng,,7,0.35,3,1,0.3333333333333333,6,0.3,0,0,0.08860759493670886,[MB BANK] thong b4o: ph4t h13n truy cap la vao luc 2h s4ng. VAO mbbank-online.vip de huy l3nh chuy3n t13n ngay.
575,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,,13,0.7222222222222222,1,1,1.0,12,0.6666666666666666,2,0,0.10975609756097561,L4z4z4 dang tuy3n nh4n v13n xu ly z0n + z4nh g14 s4n f4m. Tu01 22-65. Thu nh4f 800k/ngay. Z4l0: zalo.me/84378901234
1332,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,,13,0.5909090909090909,1,0,0.0,13,0.5909090909090909,1,0,0.09574468085106383,Sh0p33 tuy3n nv xu ly z0n hang v4 z4nh g14 s4n f4m. Thu nhap 800.000z/ng4y. Tu01 22-60. K0 can k1nh ngh13m. Lien he Z4l0: zalo.me/84901234511
2627,LEVEL 2 – Leet nặng + tên riêng,Đòi nợ / Đe dọa,,22,0.6470588235294118,3,2,0.6666666666666666,20,0.5882352941176471,0,0,0.044585987261146494,"TB KHAN: Mcr3d1t thong b4o b4 Hu4 V1 V4n CMND 152093847 chu4 dong 14,328,950VND. Yeu cau th4nh t04n trong 24H de tranh Bo ph4n h13n tru0ng t01 t4n nh4 l4m v13c v01 ch1nh quy3n. LH: 0938472615."
1749,LEVEL 2 – Leet nặng + tên riêng,Đòi nợ / Đe dọa,,20,0.5882352941176471,3,2,0.6666666666666666,18,0.5294117647058824,2,0,0.08695652173913043,"CANH BAO LAN CUOI!!! B4 Ng0 Th1 D13p CMND: 215.436.782 phai th4nh t04n 10,234,000VND ch0 Mcr3d1t truoc 17g hom nay. N3u khong h0p t4c chung t01 se kho1 t0 t01 l4m dung t1n nh13m. LH: 095-566-7788."
1065,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Cờ bạc / Betting,level1_too_heavy,6,0.46153846153846156,4,2,0.5,4,0.3076923076923077,0,1,0.12962962962962962,"8D4Y N4p 500k nh4n 1tr, rut MAXX 100tr. NO Hu, BCR. DK: t.ly/tU123 pOiUy"
1117,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Cờ bạc / Betting,level1_too_heavy,7,0.4375,4,2,0.5,5,0.3125,0,0,0.10606060606060606,"789B3t chao xuan n4p 200k nh4n 600k. Rut MAXX 50tr. No Hu, Ban CA. DK: t.ly/pL22z qA91s"
3631,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Dịch vụ công giả,level1_too_heavy,7,0.5833333333333334,2,2,1.0,5,0.4166666666666667,0,0,0.058823529411764705,Bo C0ng 4n: L3nh t4m g1am da duoc f3 duy3t. Lien he: 0912233445
3645,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Dịch vụ công giả,level1_too_heavy,7,0.5833333333333334,1,1,1.0,6,0.5,0,0,0.04,Bo C0ng 4n: L3nh b4t g14m da duoc f3 zuy3t. Lien he 0777445566
3651,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Dịch vụ công giả,level1_too_heavy,6,0.5,1,1,1.0,5,0.4166666666666667,0,0,0.11627906976744186,Bo C0ng 4n: Cap nh4t zữ l13u z0 co sai s0t. Link: bca-gov.top
3644,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Dịch vụ công giả,level1_too_heavy,5,0.5,3,2,0.6666666666666666,3,0.3,0,0,0.10416666666666667,VNe1D: X4c thwc t41 khw4n z1nh danh mwc 2 ngay. Link: vneid-vn.cc
3975,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,10,0.5882352941176471,3,2,0.6666666666666666,8,0.47058823529411764,0,0,0.078125,MB B4NK: Canh b4o r0 r1 thong t1n th3 t1n dung. Dang nh4p mbbank.vn-0nline.top de kh04 th3 ngay.
989,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,8,0.5714285714285714,3,2,0.6666666666666666,6,0.42857142857142855,0,0,0.07692307692307693,VIETCOMBANK: d13m t1ch luy se h3t han. Vui l0ng d01 thu0ng t41 vietcombank.vn-io.top truoc 24h.
3971,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,8,0.5333333333333333,4,2,0.5,6,0.4,0,0,0.07936507936507936,VCB D1G1B4NK: Phat h13n l0j b4o mat tai kh04n. Dang nh4p vcbdigibank.vn-secure.top de b4o v3 tien.
3959,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,8,0.5,4,3,0.75,5,0.3125,0,0,0.08695652173913043,S4C0MB4NK: Thong b4o kh4n c4p! Tai kh04n bi t4m dong. Vui l0ng dang nhap sacombank.vn-0nline.vip de m0.
3963,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,8,0.5,4,3,0.75,5,0.3125,0,0,0.08695652173913043,T3CHC0MB4NK: Canh b4o b4o m4t! Tai kh04n bi k1ch hoat v4y v0n. Nhan vao techcombank.vn-qr.top de huy.
4436,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,8,0.5,3,2,0.6666666666666666,6,0.375,0,0,0.08,[VIETCOMBANK] Phat h13n zanh t1nh ban dang nh4f b4t thu0ng. Vui l0ng vao vietcombank-online.vip de x4c m1nh.
3947,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,9,0.5,3,2,0.6666666666666666,7,0.3888888888888889,0,0,0.07462686567164178,SHB D1G1B4NK: Tai kh04n co d4u h13u bi r0 r1. Nhan vao shbdigibank-online.vip de d0j mat kh4u b4o mat.
4422,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,11,0.5,3,2,0.6666666666666666,9,0.4090909090909091,0,0,0.06,[TECHCOMBANK] He thong phat h13n tru0ng h0f dang nh4f b4t thu0ng. Vui l0ng vao techcombank.cc x4c m1nh zanh t1nh neu khong se kho4.
4597,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,9,0.47368421052631576,2,1,0.5,8,0.42105263157894735,0,2,0.07228915662650602,[SHB DIGIBANK] Phat h13n l3nH cHUy3n t13n d1 nU0c nG04j. Bam vao http://shbdigibank-online.vip de cH4n giao d1ch ngay lUp tUc.
4423,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,9,0.47368421052631576,5,3,0.6,6,0.3157894736842105,0,0,0.0821917808219178,[MB BANK] T41 kh04n ban v0 dinh k3t n01. Vui l0ng bam vao mbbank-online.vip de k1ich hoat l4i truoc 12h.
3948,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,9,0.47368421052631576,2,2,1.0,7,0.3684210526315789,0,0,0.07246376811594203,MSB: Phat h13n r0 r1 thong t1n ca nh4n. Vui l0ng z4ng nh4p msb.vn-ht.top de kiem tra do d3n han.
3119,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,8,0.47058823529411764,4,2,0.5,6,0.35294117647058826,0,0,0.08333333333333333,[SACOMBANK] Tai kh04n bi l01. Vui l0ng x4c thuc tai https://sacombank.vn-zx.top truoc 23h de duy tr1 j140 d1ch.
1428,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,7,0.4666666666666667,4,2,0.5,5,0.3333333333333333,1,0,0.09859154929577464,[TPBANK] Q.u.y khach h4y x4c thuc dinh danh t41 tpbank.cc truoc 24h de kwh0ng bi kwh04 th3.
1488,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Giả mạo ngân hàng,level1_too_heavy,6,0.2857142857142857,3,1,0.3333333333333333,5,0.23809523809523808,0,0,0.046511627906976744,TPBANK tran trong: Thong bao tai kho4n bi tr1 hoan do ch7a x4c thuc. Vao tpbank.cc de xuly ngay truoc 14h ch13u
2490,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Tuyển dụng giả,level1_too_heavy,10,0.5263157894736842,4,2,0.5,8,0.42105263157894735,2,0,0.10377358490566038,Am4z0n tuyen nh4n vien TMDT t41 nha. Luong 800k-3tr/ngay. Tuoi 22-60. Th4o t4c tr3n d13n th041. Zalo: zalo.me/84966112233 Zalo: 84966112233
4135,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Tuyển dụng giả,level1_too_heavy,9,0.5,4,2,0.5,7,0.3888888888888889,2,0,0.10784313725490197,Am4z0n tuyen nh4n vien lam t41 nha. Luong 1000k-2500k/ngay. Th40 t4c z0n g14n. Tuoi 23-65. Zalo: zalo.me/84412345678 Zalo: 84412345678
2383,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Tuyển dụng giả,level1_too_heavy,11,0.4583333333333333,4,2,0.5,9,0.375,2,1,0.10714285714285714,"3b4y can nv xu ly z0n z4t hang TMzT. Th40 t4c z0n g14n, lam t41 nha. Thu nh4p 500k-3000k/ngay. Tuoi 22-60. Zalo: zalo.me/84944556677 Zalo: 84944556677"
3740,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,21,0.6363636363636364,6,4,0.6666666666666666,17,0.5151515151515151,1,0,0.06040268456375839,[CANH CAO LAN CUOI]: Ph4m V4n M1nh CMND 281234567 n0 3.125.400VND t41 FE Cred1t. Truoc 24H nu4 khong th4nh t04n se gu1 v4n ban v3 d14 phu0ng v4 n13m y3t h1nh 4nh. LH Zalo: 0911998877.
3712,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,17,0.5666666666666667,6,4,0.6666666666666666,13,0.43333333333333335,4,0,0.09146341463414634,CANH BAO LAN CUOI!!! Tr4n Qu0c Anh CCCD 025091234856 n0 11.450.200VND t41 Mcredit. Truoc 24H nu4 khong th4nh t04n se t-h-0-n-g b-4-0 ngu01 th4n v4 d14 phu0ng. LH Zalo: 0915263748 de ch0t phu0ng 4n.
2549,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,18,0.5142857142857142,5,4,0.8,14,0.4,1,0,0.06321839080459771,"TB KHAN: Ong Ph4n M1nh Kh04 CMND: 042091002345 n0 M1r43 Ass3t 32,150,400VND. Canh b40 l4n cuoi truoc 16H Ngay 22/10 phai th4nh tu4n t01 thieu 5,000,000VND neu khong se bi gu1 don t0 c40 len PC02. LH: 0966554433."
2553,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,20,0.5,4,2,0.5,18,0.45,0,0,0.06285714285714286,"CANH BAO LAN CUOI!!! BA D40 Tuy3t Nh1 CMND: 001095006734 n0 H0m3 Cr3d1t 6,550,000VND. Han ch0t 17g hom nay. Neu khong thanh tu4n se gu1 thong b40 v3 d14 phu0ng v4 tru0ng h0c cua c0n c41 de thu hoi no. LH: 0399112233."
4187,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,19,0.5,5,4,0.8,15,0.39473684210526316,1,0,0.05747126436781609,"CANH BAO LAN CUOI!!! BA DO K1m Chi CMND 036091283745 n0 M1r43 Ass3t 15,482,000VND. Truoc 16H Ngay 18/10 khong th4nh t04n se b3u r3u h1nh 4nh tai n01 cu tru v4 d13n th041 cho ngu01 th4n lien tuc. LH G4p: 0355123987."
4209,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,20,0.5,3,2,0.6666666666666666,18,0.45,1,0,0.05747126436781609,"[CANH CAO LAN CUOI]: BA Nguy3n Th1 Cuc CMND 021093847 n0 Home Credit 6,128,000VND. Truoc 16H Ngay 27/10 neu b4t h0p t4c chung t01 se gu1 thong b4o n0 nay d3n t4n tru0ng h0c cua c0n c41 ba de ph01 h0p. LH: 0988172635."
4193,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,20,0.5,4,3,0.75,17,0.425,0,0,0.05084745762711865,"CANH BAO LAN CUOI!!! BA Nguy3n Th1 Th40 CMND 040092837412 n0 Home Credit 9,456,000VND. Truoc 17g hom nay phai th4nh t04n neu khong chung t01 se gu1 don t0 c40 v3 d14 phu0ng v4 tru0ng h0c cua c0n c41 ba. LH: 0966273841."
4183,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,23,0.48936170212765956,4,3,0.75,20,0.425531914893617,1,0,0.02857142857142857,"TB KHAN: Ph0ng AN N1NH D13U TRA thong b40 O/B v4n b4t h0p t4c dong ph1. Truoc 17g hom nay neu khong thanh t04n, chung t01 se vao cuoc dieu tra t04n Bo thong t1n h1nh 4nh v4 ngu01 lien qu4n se phai ch1u tr4ch nh13m h1nh su."
3708,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,20,0.4878048780487805,3,3,1.0,17,0.4146341463414634,1,0,0.042682926829268296,TB KHAN: O/B phai ch1u tr4ch nh13m h1nh su voi t01 danh ch13m d04t t41 san. PC02 da l4p ho so d13u tra t04n Bo thong t1n ngu01 lien qu4n. Truoc 17g hom nay khong tr1nh d13n se bi cu0ng ch3. LH: 84988776655.
2561,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,17,0.4857142857142857,6,3,0.5,14,0.4,0,0,0.05625,"TB KHAN: Ong T4 M1nh Qu4n CMND: 035091004567 n0 Mcred1t 4,750,500VND. Yeu cau th4nh tu4n truoc 17g hom nay. Qua thoi han se thong b40 cho ngu01 th4n v4 d14 phu0ng b13t v3 khoan no. LH: 0388990011."
3725,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,16,0.48484848484848486,7,4,0.5714285714285714,12,0.36363636363636365,2,0,0.06369426751592357,[CANH CAO LAN CUOI]: H04ng V4n N4m CMND 285493217 n0 5.432.100VND t41 Home Cred1t. Th4nh t04n truoc 16H Ngay 30/10 neu khong ho so se chuy3n s4ng Bo ph4n cu0ng ch3 no x4u. LH Zalo: 0977889900.
3706,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,15,0.4838709677419355,3,2,0.6666666666666666,13,0.41935483870967744,4,0,0.09316770186335403,CANH BAO LAN CUOI!!! Tr4n V4n Tuc CMND 281456392 phai tra 1.285.400VND cho HD Saison truoc 24H nu4. Neu khong t-h-0-n-g b-4-0 chinh quy3n d14 phu0ng v4 n13m y3t h1nh 4nh t41 n01 0. LH: 0384561234.
3856,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,17,0.4722222222222222,2,2,1.0,15,0.4166666666666667,1,0,0.03676470588235294,"TB KHAN: O/B co d4u h13u t01 ph4m h1nh su v3 v13c ch13m d04t t41 san. Yeu cu lien he 84944556677 truoc 17g hom nay de d01 ch3ng thong t1n, neu khong se bi b4t g14m kh4n cap."
3826,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,17,0.4722222222222222,6,5,0.8333333333333334,12,0.3333333333333333,1,0,0.06097560975609756,"CANH BAO LAN CUOI!!! ong Ho4ng Van Tuan CMND 040092123456 n0 3,947,000VND t41 Mirae Asset. Yeu cu th4nh t04n truoc 16H Ngay 15/05. B4t h0p t4c chung t01 se gu1 don t0 c40 v3 n01 lam v13c. LH: 0966778899"
2559,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,16,0.47058823529411764,4,2,0.5,14,0.4117647058823529,0,0,0.07096774193548387,"CANH BAO LAN CUOI!!! Ong Dinh T13n Dung CMND: 172093451 n0 M1r43 Ass3t 12,347,000VND. Deadline 24H nu4. Neu khong h0p t4c h1nh 4nh se bi r4o ban tr3n c4c hoi nh0m d01 no. LH SĐT: 0366778899."
2573,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,21,0.4666666666666667,6,5,0.8333333333333334,16,0.35555555555555557,1,0,0.03125,TB KHAN: O/B phai ch1u tr4ch nh13m h1nh su v3 h4nh vi tron no. Ph0ng AN NINH DIEU TRA se d13u tra t04n Bo thong t1n ngu01 th4n v4 n01 lam v13c co lien qu4n. Th4nh tu4n trong vong 24H nu4 de dinh ch3 ho so.
