content,label,data_origin
Cục CSGT: Tài khoản ngân hàng của quý khách có dấu hiệu bất thường từ tháng 01/2023. Vui lòng xác minh ngay tại: csgt.gov.vn,1,paraphrased
JT Express: JT102938475612 dang phan loai tai kho Ha Noi. Du kien giao 01/04 (tu 13h-18h).,0,synthetic
HN – Zalo: 0987654321: Chưa từng nếm thử thú vui đêm khuya à? Kết nối ngay: zalo.me/ho_ngu_khuya. cV2b,1,paraphrased
VNU-HCM: Thông báo kế hoạch tổ chức kỳ thi Đánh giá năng lực đợt 1 năm 2025. Thí sinh bắt đầu đăng ký dự thi từ ngày 15/01/2025 tại thinangluc.vnuhcm.edu.vn.,0,synthetic
[Vietcombank] THÔNG BÁO KHẨN: Tài khoản của bạn đã bị tạm ngưng do nghi ngờ giao dịch bất thường. Vui lòng truy cập vietcombank.vv-cc.com ngay để xác minh và kích hoạt lại.,1,paraphrased
"Cong ty TNHH Tuyen Dung Viet Thong bao: Tuyen Ban hang lam toan thoi gian, luong 25,000,000 VND. Yeu cau co the chap nhan lam them gio. Goi ngay 0865432109 de duoc tu van.",1,synthetic_hard_negative
"Chào bạn, mình là anh Tu. Có việc siêu hot kiếm 20 triệu/ngày. Làm lúc nào cũng được, không cần vốn sờ sờ.",1,paraphrased
[UIT] Nhac nop hoc phi: Hien tai SV 22521234 chua hoan tat hoc phi HK1. De nghi SV nop truoc 05/11 de khong bi khoa dang ky hoc phan. LH: 02837252002,0,synthetic
Tuyển gấp nhân viên đóng gói sản phẩm tại nhà cho công ty Xhome. Mức lương 700.000đ/ngày. Độ tuổi từ 22-60. Liên hệ ngay qua Zalo: 84335566778,1,paraphrased
"Chị Bình, bên công ty em đang tuyển CTV gõ văn bản tại nhà, không cọc không phí, rảnh làm bận nghỉ. Chị quan tâm thì nhắn Zalo trưởng phòng em 0345678901.",1,synthetic_hard_negative
GHTK-GHTK7766554433: Nhan vien se den lay hang luc 10:30. Quy khach vui long chuan bi hang hoa.,0,synthetic
Lazada: Yeu cau hoan tra don hang 992837465102 da duoc tiep nhan. Shipper se den lay hang trong vong 2 ngay toi. Vui long de y dien thoai.,0,synthetic
Techcombank: Ma OTP xac thuc GD Smart OTP la 992031. Vui long khong chia se cho bat ky ai.,0,synthetic
"Ông Nguyễn Văn Hòa, CMND: 036091004562 đang nợ FE Credit khoản 15.500.000 VND. Đây là lần cuối cảnh báo trước 18h ngày 30/10. Mọi hậu quả pháp lý về tài sản và uy tín cá nhân ông phải chịu hoàn toàn trách nhiệm nếu không thanh toán đúng hạn. Liên hệ ngay: 0911882234.",1,paraphrased
Spa Lan Anh: Lich hen cham soc da cua chi Linh vao 16h chieu nay da duoc xac nhan.,0,synthetic
VPBank: Thong bao khan cap! TK cua quy khach bi tam ngung hoat dong do nghi ngo giao dich bat thuong. Quy khach vui long truy cap ngay vao vpbank-az.net de xac nhan thong tin va mo khoa. Cam on! (),1,paraphrased
"**Tuyển dụng nhân viên xử lý đơn hàng online tại nhà** Mức lương hậu hĩnh: **20-35 triệu/tháng**. Thu nhập thụ động lên đến **500-1.200k/ngày**. Yêu cầu: Từ 23-55 tuổi, có máy tính/điện thoại kết nối internet. **Liên hệ ngay:** - **Zalo:** zalo.me/84945678912 - **Hotline:** 0945678912",1,paraphrased
Ngân hàng Techcombank: Thông báo tài khoản của quý khách đã bị tạm ngưng vì nghi ngờ giao dịch bất thường. Vui lòng truy cập http://techcom.update.id ngay để xác minh thông tin tài chính.,1,paraphrased
"VIB: TK 6017****2233 -1,050,000VND luc 12:40. So du 18,340,000VND. ND: Thanh toan tai sieu thi Winmart.",0,synthetic
BHXH VN: Bạn đã đủ điều kiện nhận trợ cấp từ quỹ BHTN. Truy cập ngay: http://xacminh.bhtn2024.com. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,1,paraphrased
BEST Express: BEST6677889900 dang phan loai tai kho Ha Noi. Du kien giao 04/06 (tu 8h-12h).,0,synthetic
"HDBank: Chuong trinh KM ""Xai the nhan qua"" dang dien ra. Chi tiet xem tai website hdbank.com.vn.",0,synthetic
"Phòng CÔNG AN TỈNH thông báo quý khách có dính líu vào vụ án chiếm dụng tiền trái phép. Đề nghị có mặt ngay lập tức trong vòng 2 tiếng tới để đối chất pháp lý, không chấp hành sẽ bị áp dụng biện pháp triệt hạ toàn diện dữ liệu cá nhân. Gọi ngay: 9876543210",1,paraphrased
[Microsoft] Use 293810 for account security verification.,0,synthetic
[GHN] Van don GHNR11223344: Da giao thanh cong luc 10:15. Cam on ban da su dung dich vu GHN.,0,synthetic
"Agribank: TK ****0021 +1,500,000VND luc 11:20. So du: 10,400,000VND. ND: Lai tiet kiem.",0,synthetic
"Chào anh/chị, em là Linh đây. Anh/chị có muốn nhận ngay 500.000 đồng mỗi ngày chỉ bằng cách hoàn tất đơn mua sắm trên Lazada không? Đơn giản, không tốn tiền, lệnh đã sẵn sàng!",1,paraphrased
VNPT Health: OTP cua quy khach la 992013. Vui long khong cung cap cho bat ky ai de bao mat.,0,synthetic
"Hà Nội – Zalo: Chị_Xinh_Xa_L0, sẳn sàng tư vấn. Bạn muốn kết nối không? Zalo: 0987654321",1,paraphrased
Trung tâm Y tế Dự phòng: Cảnh báo tài khoản sức khỏe của bạn chưa được cập nhật đủ dữ liệu theo quy định. Truy cập ngay https://capnhatyte.tk để xác thực hoặc gọi 0987654321 hỗ trợ khẩn cấp.,1,paraphrased
"[CẢNH BÁO NGHIÊM TRỌNG]: Ông Nguyễn Văn Khánh (CMND: 042091827364) có khoản nợ 12,850,000 VND tại tổ chức Tín dụng Dịch vụ Tài chính TOÀN CẦU. Nếu không thanh toán trong vòng 2 giờ kể từ bây giờ, toàn bộ thông tin cá nhân sẽ được phát tán rộng rãi đến mọi liên hệ của quý khách. Liên hệ ngay qua số: 0862479135 để tránh hậu quả pháp lý.",1,paraphrased
[CẢNH BÁO NGHIÊM TRỌNG]: Ông Dũng Văn Chính CMND: 172039485 còn nợ Mcredit khoản tiền 7.200.000 VNĐ. Trong vòng 12 giờ tới nếu chưa thanh toán sẽ công khai hình ảnh và thông tin cá nhân lên mạng xã hội cùng người thân. Gọi ngay 0364729183 để tránh hậu quả đáng tiếc.,1,paraphrased
"[Tiki] Ban duoc hoan 500,000 VND tu don hoan hang #GHN334455. De nhan tien ve the, goi 0912000123 va cung cap so the ngan hang.",1,synthetic_hard_negative
MoMo: Voucher giam 50.000 dong khi dat ve xem phim tai Galaxy Cinema qua Vi MoMo. Han su dung den ngay 20/07/2025. Chi tiet tai momo.vn.,0,synthetic
WinMart: Sale 30% thit tuoi & rau cu vao cuoi tuan. Ap dung cho khach hang thanh vien den 30/06/2026. Hotline 18006968.,0,synthetic
**Tin nhắn viết lại:** Soccer188 tặng ngay 200k. Tỷ lệ thưởng x5. Rút tiền siêu tốc không cần nạp. Bầu cua. Đ.á g.à. L.ô đề. Link: soccer88.com,1,paraphrased
"Shopee: Don hang #240912POIUYTR cua ban da giao thanh cong. Neu ban chua nhan hang, vui long phan hoi tai shopee.vn/help",0,synthetic
KFC: Happy Birthday! KFC tang Quy khach voucher tri gia 30.000D cho don hang tu 150.000D khi dat qua app KFC Viet Nam. Ma: HBD30. Han dung 15/11/2025. Website: kfc.com.vn.,0,synthetic
"HR Solutions Viet Nam Thong bao: Tuyen Thu ngan lam toan thoi gian, luong 15,000,000 VND. Yeu cau co the chap nhan lam them gio. Goi ngay 0865432109 de duoc tu van.",1,synthetic_hard_negative
"SHB: TK ****7743 -2,000,000VND luc 16:30. So du: 8,900,000VND. ND: Rut tien tai ATM.",0,synthetic
BookingCare: Thong bao ket qua kham suc khoe cua ban tai BV 108 da san sang. Xem chi tiet tai https://bookingcare.vn/kq/72931. LH 02473012468 khi can.,0,synthetic
"**W88 Betting Club** – Cơ hội trúng lớn ngay hôm nay! **Nạp lần đầu nhận 200.000đ + x2 thưởng nạp** – Rút tiền siêu tốc, không cần chờ đợi! Thể thao, Casino, Xóc Đĩa, Nổ hũ đỉnh nhất! **Tải app W88 tại:** w88pro.link/vN2x",1,paraphrased
"Tặng ngay 500k thưởng khi đăng ký! Tham gia ngay các game bài: Tiến Lên Miền Nam, Xóc Đĩa, Lì Xì. Liên hệ ngay: fb.com/nhacai500k. Link: n8x500k.com/khuyenmai",1,paraphrased
"[Viettel] Phat hien yeu cau chuyen vung nuoc ngoai cho 09xxxxxxxx. Neu khong phai QK, goi ngay 18001234 de khoa dich vu va bao mat tai khoan.",1,synthetic_hard_negative
BHXH Việt Nam: Quý khách đủ điều kiện nhận tiền hỗ trợ theo Nghị định 123/2023/NĐ-CP. Truy cập ngay: http://hoso-bhxh.tk. Quá hạn sẽ không được chấp nhận. vB3,1,paraphrased
H;N – Z;a;l;o: n;H;ä;n_h;ï;n;h_k;ï;n_d;ä;ö_v;ä_b;ä;n;g_g;ï;ä_H;N. Z;ä;l;ö: fb.me/g/hn99_uJn3,1,paraphrased
BV Viet Duc: Lich mo cua benh nhan Tran Van Binh ngay 16/10 tam hoan do ly do ky thuat. BV se LH lai de thong bao lich moi som nhat.,0,synthetic
Tiki: Don hang TKI-1029384756 cua ban dang duoc chuan bi va se giao som.,0,synthetic
"Công ty Bồ Đề Tâm tuyển gấp nhân viên xử lý đơn hàng online. Lương 500-1.200k/ngày, làm tại nhà. Độ tuổi 20-55. Liên hệ: zalo.me/84987654321 hoặc Zalo: 84987654321",1,paraphrased
"Bạn muốn giàu nhanh chóng không? Chỉ cần ngồi nhà, mỗi ngày kiếm 50 triệu. Không cần kiến thức, chỉ cần theo dõi vài bước đơn giản là có ngay tiền.",1,paraphrased
Bộ TT&TT: Dịch vụ di động của quý khách sắp bị ngưng hoạt động. Truy cập ngay myvn.com/tichcuc để kích hoạt lại.,1,paraphrased
"""LẦN CUỐI CẢNH BÁO!!! Cảnh sát Kinh tế yêu cầu chị Phan Bích Ngọc (CCCD 145092837) nộp 3,150,000đ trước 18h ngày 20/05. Quá hạn, toàn bộ hồ sơ cá nhân sẽ công khai tại nơi cư trú. Liên hệ ngay: 0868372645.""",1,paraphrased
ACB: TK ****0987 -300.000VND luc 13:10. So du: 30.500.000VND.,0,synthetic
"**SUNCITY**: Tải app ngay nhận ngay 388k, x4 nạp đầu, rút thoải mái không cần nạp. Đa dạng game: Tài Xỉu, Bầu Cua... Liên hệ: sun7788.com/mK3c",1,paraphrased
[TB] Quy khach da dang ky thanh cong goi 5G30. Co ngay 30GB toc do cao su dung trong 30 ngay. Truy cap app MyViettel de theo doi.,0,synthetic
"ACB: Thong bao ky sao ke the tin dung ****2291. So tien thanh toan: 22,450,000VND. Han tra 25/10.",0,synthetic
Lazada: Don hang 112938475628 da giao thanh cong. Quy khach co the xem chi tiet lich su giao hang tai https://lazada.vn/order/track,0,synthetic
[Sacombank] Phong An Ninh: Tai khoan cua QK Dang Van G lien quan den giao dich dang duoc dieu tra. Vui long goi 19001234 truoc 17h de giai trinh.,1,synthetic_hard_negative
"""THÔNG BÁO CUỐI CÙNG!!! Anh Hoàng Văn Tuấn (CCCD: 040092123456) khoản nợ 3.250.000 VND từ khoản vay tại Mirae Asset. Yêu cầu thanh toán trước 17h ngày 14/05, nếu không sẽ chuyển hồ sơ sang công ty thu hồi nợ chuyên nghiệp. Liên hệ ngay: 0911223344.""",1,paraphrased
Tiki: Mã OTP để quý khách thay đổi thông tin mật khẩu là 772931. Mã có hiệu lực trong 5 phút. Vui lòng không chia sẻ mã này.,0,synthetic
Shopee: Don hang #240517QWERTY da giao thanh cong. Danh gia ngay tai: shopee.vn/review,0,synthetic
"**Shoppe tuyển nhân viên bán hàng online tại nhà. Lương 1 triệu - 5 triệu/ngày. Độ tuổi 22-55, công việc đơn giản, chỉ cần điện thoại/ máy tính. Liên hệ ngay:** - Zalo: zalo.me/84912345678 - Hotline: 0912345678",1,paraphrased
Phong kham Au Co: Thong bao lich hen kham cua ba Vo Thi Ngoc ngay 15/10 bi doi sang 16/10 do BS di cong tac. LH 02743811999 de doi lich.,0,synthetic
BV Viet Duc nhac ban: Ket qua xet nghiem tong quat cua be NGUYEN THI MAI ANH da co. Hay den tai kham 15h ngay 05/06/2024. Sdt 02438253531.,0,synthetic
Quyết định hỗ trợ: Anh (Chị) đã đủ điều kiện nhận trợ cấp từ BHXH. Truy cập ngay vào link: bhxhtrocap.vn. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN.,1,paraphrased
D.N-T.e.l.e.g.r.a.m-G.a.i-x.i.n.h-m.i.e.n-t.r.u.n.g-n.h.e-n.h.a.n: t.me/dn_girl_central Kj8G,1,synthetic
Lotteria: Quý khách có 50 điểm thưởng sắp hết hạn vào 20/04/2025. Đổi ngay lấy 1 Ly Pepsi vừa khi mua đơn hàng bất kỳ tại lotteria.vn. Hotline: 19006778.,0,synthetic
[BIDV] Thẻ ngân hàng của quý khách vừa bị tạm ngưng giao dịch. Truy cập bidv.tk-auth.com ngay để mở khóa trước 24h.,1,paraphrased
Bộ GTVT thông báo: Tài khoản đăng ký xe bị tạm khóa do không hoàn tất xác thực. Truy cập ngay https://dangkyxe-247.xyz để tránh chặn vĩnh viễn.,1,paraphrased
"Chỉ cần 2 giờ mỗi ngày, bạn có thể kiếm tới 5-10 triệu đồng mỗi ngày! Đừng bỏ lỡ cơ hội vàng này. Liên hệ ngay qua Zalo: 0987654321 để nhận hướng dẫn chi tiết từ chuyên gia!",1,paraphrased
[Google] Ma xac thuc cua ban la: 193822. Co hieu luc trong 5 phut.,0,synthetic
[Google] Ma xac thuc cua ban la: 482910. Co hieu luc trong 5 phut.,0,synthetic
"Chao anh Duc, PK Au Co nhac lich tiem cho be Phuc luc 10h sang mai. Anh nho mang theo so tiem nhe.",0,synthetic
"661293 la ma xac minh Shopee cua ban. KHONG chia se ma nay voi nguoi khac, ke ca nhan vien Shopee.",0,synthetic
Grab: Tặng mã GRABLOVER giảm 20% tối đa 50.000đ cho người dùng tích cực giới thiệu bạn bè sử dụng GrabCar. Ưu đãi có giá trị đến 31/12/2024. Chi tiết tại app Grab.,0,synthetic
"Chào bạn! Mình là chuyên viên tuyển dụng của tập đoàn TECHNOVA, đang tuyển dụng vị trí cộng tác viên bán thời gian. Mức thu nhập hấp dẫn từ 400k-1.2 triệu/ngày, linh hoạt thời gian, làm tại nhà. Đối tượng: 20-60 tuổi. Liên hệ ngay qua fanpage TECHNOVA Careers hoặc hotline 0987 654 321 để được tư vấn chi tiết!",1,paraphrased
Khach san Blue Sea xac nhan Quy khach da dat phong thanh cong vao ngay 20/10.,0,synthetic
"VPBank: TK ****9932 -600,000VND luc 14:45. So du: 6,700,000VND. ND: Thanh toan Grab.",0,synthetic
Chào bạn! Mình là Hưng Duyên. Cộng đồng Telegram *dẫn-lộn* chia sẻ cách kiếm 800 triệu/tháng. Tham gia ngay: t.me/huongdan_kieem_lo,1,paraphrased
Chuyển khoản ngay vào tài khoản: 123456789 - Ngân hàng VPBank - Công ty TNHH Đầu tư Tài chính XYZ để nhận mã giao dịch ngay nhé!,1,paraphrased
Tìm kiếm đối tác thân mật tại hội quán riêng tư. Kết bạn qua: Telegram @LegerA1. truycap.tk/legervip,1,paraphrased
Ninja Van: NVVN77889900 da giao thanh cong luc 14:40. Cam on ban da su dung dich vu.,0,synthetic
"[Cuc ANM] Khong truy cap cac duong link la gui qua SMS/Zalo yeu cau tai app "".apk"" de tranh bi chiem quyen dieu khien dien thoai.",0,synthetic
"""Bạn có muốn nhận ngay 50 triệu mỗi tuần mà không cần vốn? Chỉ cần like + chia sẻ video, tiền sẽ tự động về tài khoản cuối giờ nhé!""",1,paraphrased
Chào bạn! Bạn đã được xác nhận tham gia vào nhóm đầu tư VIP trên ứng dụng Zalo k!n h 5 tr!ệu mỗi ngày. Hãy nhanh tay bấm vào link: zalo.me/nhomdautuvip,1,paraphrased
"MoMo: Quà tặng tri ân khách hàng thân thiết! Đổi 1.000 điểm lấy mã giảm 50.000đ mua vé xem phim CGV, áp dụng đến 30/06/2025. Mở Ví MoMo > Ưu đãi > Quà của tôi.",0,synthetic
[VNeID] Ma OTP dang nhap ung dung cua ban la 639102. Ma co hieu luc trong 3 phut.,0,synthetic
"[QC] Gmobile: Ưu đãi đặc biệt mừng ngày 20/11. Tặng 100% giá trị thẻ nạp cho thuê bao may mắn. Tiền khuyến mại có hạn dùng 7 ngày. Nạp ngay để nhận quà. Từ chối QC, soạn TC gửi 123.",0,synthetic
Tong cuc Thue: Nhac nho han nop to khai thue mon bai nam 2024 truoc ngay 30/01. Chi tiet LH chi cuc thue quan ly.,0,synthetic
[Instagram] Ma xac thuc: 229103.,0,synthetic
[VPBANK] Thông báo: Có hoạt động đăng nhập bất thường từ thiết bị lạ. Truy cập ngay vpb-banking.vn để tạm khóa tài khoản bảo mật.,1,paraphrased
"[TB] Luu luong data goi ST7K cua Quy khach chi con duoi 50MB. De tiep tuc truy cap Internet toc do cao, Quy khach co the mua them goi ST5K (500MB/5k/ngay) soan ST5K gui 191. LH 198.",0,synthetic
CUC AN NINH MANG: Canh bao tinh trang lua dao qua tin nhan gia mao thuong hieu ngan hang dang gia tang. Tuyet doi khong click vao link la khong phai .gov.vn.,0,synthetic
[VPBank Online] THÔNG BÁO KHẨN: Tài khoản của bạn có giao dịch lạ chưa được xác nhận. Truy cập ngay vpbank-online-kiemtra.com để ngăn chặn tình trạng.,1,paraphrased
Chuyến bay sắp cất cánh rồi. TP.HCM – Liên hệ Zalo: 0909.888.777,1,paraphrased
Cần tìm bạn gái 24/7 tại Sài Gòn? Ghé thăm ngay hội nhóm kín ẩn danh: bit.ly/sgn_dem_247,1,paraphrased
"[CANH CAO LAN CUOI]: O/B nhất quyết không chịu hợp tác dù đã nhắc nhở nhiều lần. Nếu trước 20h hôm nay chưa thanh toán đủ khoản nợ, lực lượng điều tra chuyên án sẽ tiến hành khởi tố hình sự vì tội chiếm đoạt tài sản nghiêm trọng. Liên hệ ngay: 84987654321.",1,paraphrased
Steam: Ma xac minh dang nhap tai khoan cua ban la 394012.,0,synthetic
[VTP] Ma van don VTP119922883: Giao khong thanh cong lan 2. Vui long lien he 0981223344.,0,synthetic
Quy hỗ trợ: Anh/chị đã đủ điều kiện nhận tiền hỗ trợ theo Quyết định số 258/QĐ-BHXH. Truy cập ngay: baohiemxahoi24h.online. QUÁ HẠN SẼ KHÔNG ĐƯỢC GIẢI QUYẾT.,1,paraphrased
Hãy ghé thăm khu vui chơi giải trí lớn nhất miền Bắc: Sài Gòn Toàn Cầu. Tìm kiếm những người bạn tâm giao thú vị tại đây: fb.com/sgn.full.friends,1,paraphrased
"""Chào bạn! Tìm kiếm lợi nhuận ổn định mỗi ngày 20 triệu. Không cần vốn, chỉ cần 1 cú click. Nhắn tin ngay để nhận hướng dẫn chi tiết!""",1,paraphrased
"Agribank: TK ****4920 -10,500,000VND luc 08:30. So du 56,210,000VND. ND: Rut tien tai ATM.",0,synthetic
"Techcombank: TK ****0011 +2,000,000VND lúc 12:00. Số dư: 10,500,000VND. ND: Bạn bè chuyển tiền.",0,synthetic
Công ty F-Global tuyển gấp nhân viên đóng gói sản phẩm F-Kit tại nhà. Lương 1.200.000đ/ngày. Tuổi từ 22-60. Liên hệ: zalo.me/84398765432,1,paraphrased
"Sendo: Don hang SENDO-992038 da giao thanh cong. Neu co bat ky khieu nai nao ve san pham, Quy khach vui long lien he Sendo trong 24h.",0,synthetic
TikTok Shop: Kien hang TTS-77223344 da giao thanh cong. Hay danh gia san pham ngay de nhan voucher.,0,synthetic
"Shopee đang tuyển cộng tác viên kiểm tra đơn hàng và viết nhận xét sản phẩm. Công việc từ xa, thu nhập 750.000đ/ngày. Độ tuổi từ 18-60. Đăng ký ngay tại: zalo.me/84932156789",1,paraphrased
Tiki: Quy khach dang thuc hien thay doi mat khau. Ma xac minh la 663718. KHONG chia se ma nay de bao ve tai khoan cua Quy khach.,0,synthetic
[GHN] Van don GHNR24032700001: Dang phan loai tai kho Ha Noi. Du kien giao 28/03 (tu 8h-18h). Theo doi tai https://ghn.vn,0,synthetic
BV Nhi Trung Uong: Nhac lich tai kham be Nguyen Gia Bao ngay 26/10 luc 08:30. Quy phu huynh vui long den dung gio de bac si theo doi tinh hinh sau mo.,0,synthetic
Ban da dat cho tai xe Limousine chuyen HN-HP luc 8h sang mai. SDT tai xe: 0987654321.,0,synthetic
"<> **BET88-XANH**: Casino đỉnh cao, Baccarat siêu tốc, tài xỉu thú vị, xổ số may mắn. Nạp rút siêu nhanh, hỗ trợ 24/7. Đăng ký ngay: bet88.pro 7vKjL",1,paraphrased
Anh chị sinh viên 18 tuổi đang cần tiền nhanh chóng? Hãy ghé thăm ngay: fb.me/hnsv1888,1,paraphrased
"8DAY siêu hot 5pp nhận 200k. x2 tiền thưởng. Rút ngay không cần nạp. TLMN, X.12, N.13v. Hotline: 0987654321",1,paraphrased
Cục An ninh mạng: Quý khách vui lòng phối hợp xác minh hồ sơ. Vào ngay https://canhbao.gov.vn để kiểm tra lệnh điều tra.,1,paraphrased
**** Tặng 30k cho thành viên mới! Chơi Xóc Đĩa siêu hot. Tỉ lệ 1 ăn 99. Liên hệ: hotro@bong88.com,1,paraphrased
Thắng Lớn Club – Chơi là trúng ngay!,1,paraphrased
TikTok: Ma xac thuc tai khoan moi cua ban la 771203.,0,synthetic
"Chào bạn, mình là anh Toàn chuyên gia tài chính. Muốn kiếm 500 triệu-1 tỷ mỗi ngày chỉ cần 1 cú click vào link nhóm này nè: t.me/nhomdautucrypto99",1,paraphrased
"OCB: Nhac thanh toan du no the tin dung thang 10. So tien: 2,340,000VND. Ngay den han: 02/11. Tran trong.",0,synthetic
"[MB] Quy khach co 12,500 diem MB Star sap het han vao ngay 31/10. Truy cap App MBBank de doi qua ngay.",0,synthetic
Chúc mừng! Quý khách đã đủ điều kiện nhận tiền hoàn thuế. Truy cập ngay www.qwer.tyg để xác nhận. HẾT HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,1,paraphrased
"iTel: Dang ky thanh cong goi MAY. Co ngay 4GB/ngay, mien phi goi noi mang iTel va Vinaphone duoi 20 phut, 60 SMS noi mang. Gia cuoc 77.000d/thang. Chi tiet LH 0877087087.",0,synthetic
"CẤP BÁO: Mcredit thông báo khoản nợ 15.000.000 VND (số tiền gốc) của Lương Gia Huy (CCCD: 072091827364) đã quá hạn 120 ngày. Nếu trước 14H hôm nay không thanh toán, bạn sẽ bị ghi nhận vào hệ thống nợ xấu CIC vĩnh viễn, ảnh hưởng nghiêm trọng đến uy tín tín dụng. Liên hệ ngay: 0963482751.",1,paraphrased
"OCB: TK ****4432 -2,100,000VND luc 20:30. SD: 14,200,000VND. ND: Thanh toan Tiki.",0,synthetic
"Dạ cô Quân ơi, cháu giao hoa để ở bảo vệ rồi nhé. Ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. Nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0981234567 để nhận nhé.",1,synthetic_hard_negative
Your Steam Guard mobile authentication code is 992810.,0,synthetic
HCM – Telegram: @hoi_anh_chup_hinh_hot. Facebook: m.me/hot.clip.88,1,paraphrased
"May nho mua giay in cho van phong nhe, trong kho sap het sach roi day.",0,synthetic
Sendo: Đơn hàng 827364519 của bạn đã giao thành công. Cảm ơn bạn đã ủng hộ các nhà bán hàng trên Sendo.,0,synthetic
Ma OTP cho ung dung Agribank E-Mobile cua Quy khach la 294817.,0,synthetic
"M88Bet Tặng 100k thưởng 300k, vòng quay rút hết 10.000k. Nổ hũ, Bắt cua. Điều kiện: bit.ly/m88b",1,paraphrased
MoMo: 2.000 điểm MoMo Rewards của bạn sẽ hết hạn vào ngày 30/06/2025. Đổi ngay Voucher giảm 40k khi mua vé máy bay/tàu hỏa trên ví momo.vn.,0,synthetic
Techcombank: Diem thuong Rewards cua ban sap het han. Hay vao App Techcombank Mobile de doi voucher an uong ngay.,0,synthetic
"[TB] Quy khach da dang ky thanh cong goi cuoc V120N. Mien phi 4GB/ngay, mien phi goi noi mang va 50 phut ngoai mang. Gia cuoc 120.000d/thang. LH 198.",0,synthetic
Tiki: Ma OTP xac minh danh tinh cua ban la 772819. Ma se het han sau 10 phut. Vui long khong cung cap ma nay cho bat ky ai.,0,synthetic
"Nhanh tay đầu tư 50 triệu vào ứng dụng Siêu Lợi Nhuận, chỉ cần chuyển khoản tới số tài khoản 8899776655 tại ngân hàng Techcombank. Chúng tôi sẽ hướng dẫn bạn kiếm 500 triệu sau 3 ngày!",1,paraphrased
"N@p 50k - nh4n 150k ngay! Cơn lốc đỏ 2T. BJ8, Tặng Kèm, Siêu Hời. Chơi 1 vòng cược trọn gói. Liên hệ: bit.ly/j9XkR_LoL",1,paraphrased
GHTK-GHTK7788990011: Giao khong thanh cong lan 3. Don hang se chuyen trang thai hoan. Lien he: 0912345678.,0,synthetic
Tiki: Ma xac minh dang ky tai khoan cua ban la 884102. Ma co hieu luc trong 15 phut.,0,synthetic
